Discipline,Gender,Event,Phase,Type,ENG Results Long Name (80),ENG Results Short Name (40),AZE Results Long Name (80),AZE Results Short Name (40)
KA,M,075,1,3,Men's Kumite -75 kg Medals Round,Men's Kumite -75 kg Medals Round,,
KA,M,075,2,3,Men's Kumite -75 kg Semifinals Round,Men's Kumite -75 kg Semifinals Round,,
KA,M,075,3,3,Men's Kumite -75 kg Elimination Round,Men's Kumite -75 kg Elimination Round,,
KA,M,075,A,3,Men's Kumite -75 kg Elimination Round - Pool A,Men's Kumite -75 kg Elimination Pool A,,
KA,M,075,B,3,Men's Kumite -75 kg Elimination Round - Pool B,Men's Kumite -75 kg Elimination Pool B,,
KA,M,075,C,3,Men's Kumite -75 kg Play Off - Pool A,Men's Kumite -75 kg Play Off Pool A,,
KA,M,075,D,3,Men's Kumite -75 kg Play Off - Pool B,Men's Kumite -75 kg Play Off Pool B,,
KA,M,075,M,6,Men's Kumite -75 kg Medal Ceremony,Men's Kumite -75 kg Medal Ceremony,,
KA,M,084,0,8,Men's Kumite -84 kg,Men's Kumite -84 kg,,
KA,M,084,1,3,Men's Kumite -84 kg Medals Round,Men's Kumite -84 kg Medals Round,,
KA,M,084,2,3,Men's Kumite -84 kg Semifinals Round,Men's Kumite -84 kg Semifinals Round,,
KA,M,084,3,3,Men's Kumite -84 kg Elimination Round,Men's Kumite -84 kg Elimination Round,,
KA,M,084,A,3,Men's Kumite -84 kg Elimination Round - Pool A,Men's Kumite -84 kg Elimination Pool A,,
KA,M,084,B,3,Men's Kumite -84 kg Elimination Round - Pool B,Men's Kumite -84 kg Elimination Pool B,,
KA,M,084,C,3,Men's Kumite -84 kg Play Off - Pool A,Men's Kumite -84 kg Play Off Pool A,,
KA,M,084,D,3,Men's Kumite -84 kg Play Off - Pool B,Men's Kumite -84 kg Play Off Pool B,,
KA,M,084,M,6,Men's Kumite -84 kg Medal Ceremony,Men's Kumite -84 kg Medal Ceremony,,
KA,M,184,0,8,Men's Kumite +84 kg,Men's Kumite +84 kg,,
KA,M,184,1,3,Men's Kumite +84 kg Medals Round,Men's Kumite +84 kg Gold Medal,,
KA,M,184,2,3,Men's Kumite +84 kg Semifinals Round,Men's Kumite +84 kg Semifinals Round,,
KA,M,184,3,3,Men's Kumite +84 kg Elimination Round,Men's Kumite +84 kg Elimination Round,,
KA,M,184,A,3,Men's Kumite +84 kg Elimination Round - Pool A,Men's Kumite +84 kg Elimination Pool A,,
KA,M,184,B,3,Men's Kumite +84 kg Elimination Round - Pool B,Men's Kumite +84 kg Elimination Pool B,,
KA,M,184,C,3,Men's Kumite +84 kg Play Off - Pool A,Men's Kumite +84 kg Play Off Pool A,,
KA,M,184,D,3,Men's Kumite +84 kg Play Off - Pool B,Men's Kumite +84 kg Play Off Pool B,,
KA,M,184,M,6,Men's Kumite +84 kg Medal Ceremony,Men's Kumite +84 kg Medal Ceremony,,
KA,W,000,0,8,Karate - Women,Karate - Women,,
KA,W,001,0,8,Women's Kata,Women's Kata,,
KA,W,001,1,3,Women's Kata Medals Round,Women's Kata Medals Round,,
KA,W,001,2,3,Women's Kata Semifinals Round,Women's Kata Semifinals Round,,
KA,W,001,3,3,Women's Kata Elimination Round,Women's Kata Elimination Round,,
KA,W,001,A,3,Women's Kata Elimination Round - Pool A,Women's Kata Elimination Round - Pool A,,
KA,W,001,B,3,Women's Kata Elimination Round - Pool B,Women's Kata Elimination Round - Pool B,,
KA,W,001,M,6,Women's Kata Medal Ceremony,Women's Kata Medal Ceremony,,
KA,W,050,0,8,Women's Kumite -50 kg,Women's Kumite -50 kg,,
KA,W,050,1,3,Women's Kumite -50 kg Medals Round,Women's Kumite -50 kg Medals Round,,
KA,W,050,2,3,Women's Kumite -50 kg Semifinals Round,Women's Kumite -50 kg Semifinals Round,,
KA,W,050,3,3,Women's Kumite -50 kg Elimination Round,Women's Kumite -50 kg Elimination Round,,
KA,W,050,A,3,Women's Kumite -50 kg Elimination Round - Pool A,Women's Kumite -50 kg Elimination Pool A,,
KA,W,050,B,3,Women's Kumite -50 kg Elimination Round - Pool B,Women's Kumite -50 kg Elimination Pool B,,
KA,W,050,C,3,Women's Kumite -50 kg Play Off - Pool A,Women's Kumite -50 kg Play Off Pool A,,
KA,W,050,D,3,Women's Kumite -50 kg Play Off - Pool B,Women's Kumite -50 kg Play Off Pool B,,
KA,W,050,M,6,Women's Kumite -50 kg Medal Ceremony,Women's Kumite -50 kg Medal Ceremony,,
KA,W,055,0,8,Women's Kumite -55 kg,Women's Kumite -55 kg,,
KA,W,055,1,3,Women's Kumite -55 kg Medals Round,Women's Kumite -55 kg Medals Round,,
KA,W,055,2,3,Women's Kumite -55 kg Semifinals Round,Women's Kumite -55 kg Semifinals Round,,
KA,W,055,3,3,Women's Kumite -55 kg Elimination Round,Women's Kumite -55 kg Elimination Round,,
KA,W,055,A,3,Women's Kumite -55 kg Elimination Round - Pool A,Women's Kumite -55 kg Elimination Pool A,,
KA,W,055,B,3,Women's Kumite -55 kg Elimination Round - Pool B,Women's Kumite -55 kg Elimination Pool B,,
KA,W,055,C,3,Women's Kumite -55 kg Play Off - Pool A,Women's Kumite -55 kg Play Off Pool A,,
KA,W,055,D,3,Women's Kumite -55 kg Play Off - Pool B,Women's Kumite -55 kg Play Off Pool B,,
KA,W,055,M,6,Women's Kumite -55 kg Medal Ceremony,Women's Kumite -55 kg Medal Ceremony,,
KA,W,061,0,8,Women's Kumite -61 kg,Women's Kumite -61 kg,,
KA,W,061,1,3,Women's Kumite -61 kg Medals Round,Women's Kumite -61 kg Medals Round,,
KA,W,061,2,3,Women's Kumite -61 kg Semifinals Round,Women's Kumite -61 kg Semifinals Round,,
KA,W,061,3,3,Women's Kumite -61 kg Elimination Round,Women's Kumite -61 kg Elimination Round,,
KA,W,061,A,3,Women's Kumite -61 kg Elimination Round - Pool A,Women's Kumite -61 kg Elimination Pool A,,
KA,W,061,B,3,Women's Kumite -61 kg Elimination Round - Pool B,Women's Kumite -61 kg Elimination Pool B,,
KA,W,061,C,3,Women's Kumite -61 kg Play Off - Pool A,Women's Kumite -61 kg Play Off Pool A,,
KA,W,061,D,3,Women's Kumite -61 kg Play Off - Pool B,Women's Kumite -61 kg Play Off Pool B,,
KA,W,061,M,6,Women's Kumite -61 kg Medal Ceremony,Women's Kumite -61 kg Medal Ceremony,,
KA,W,068,0,8,Women's Kumite -68 kg,Women's Kumite -68 kg,,
KA,W,068,1,3,Women's Kumite -68 kg Medals Round,Women's Kumite -68 kg Medals Round,,
KA,W,068,2,3,Women's Kumite -68 kg Semifinals Round,Women's Kumite -68 kg Semifinals Round,,
KA,W,068,3,3,Women's Kumite -68 kg Elimination Round,Women's Kumite -68 kg Elimination Round,,
KA,W,068,A,3,Women's Kumite -68 kg Elimination Round - Pool A,Women's Kumite -68 kg Elimination Pool A,,
KA,W,068,B,3,Women's Kumite -68 kg Elimination Round - Pool B,Women's Kumite -68 kg Elimination Pool B,,
KA,W,068,C,3,Women's Kumite -68 kg Play Off - Pool A,Women's Kumite -68 kg Play Off Pool A,,
KA,W,068,D,3,Women's Kumite -68 kg Play Off - Pool B,Women's Kumite -68 kg Play Off Pool B,,
KA,W,068,M,6,Women's Kumite -68 kg Medal Ceremony,Women's Kumite -68 kg Medal Ceremony,,
KA,W,168,0,8,Women's Kumite +68 kg,Women's Kumite +68 kg,,
KA,W,168,1,3,Women's Kumite +68 kg Medals Round,Women's Kumite +68 kg Medals Round,,
KA,W,168,2,3,Women's Kumite +68 kg Semifinals Round,Women's Kumite +68 kg Semifinals Round,,
KA,W,168,3,3,Women's Kumite +68 kg Elimination Round,Women's Kumite +68 kg Elimination Round,,
KA,W,168,A,3,Women's Kumite +68 kg Elimination Round - Pool A,Women's Kumite +68 kg Elimination Pool A,,
KA,W,168,B,3,Women's Kumite +68 kg Elimination Round - Pool B,Women's Kumite +68 kg Elimination Pool B,,
KA,W,168,C,3,Women's Kumite +68 kg Play Off - Pool A,Women's Kumite +68 kg Play Off Pool A,,
KA,W,168,D,3,Women's Kumite +68 kg Play Off - Pool B,Women's Kumite +68 kg Play Off Pool B,,
KA,W,168,M,6,Women's Kumite +68 kg Medal Ceremony,Women's Kumite +68 kg Medal Ceremony,,
SC,0,000,0,8,Sambo,Sambo,,
SC,0,000,Y,8,Sambo Daily Schedule,Sambo Daily Schedule,,
SC,0,000,Z,8,Session Schedule,Session Schedule,,
SC,0,HAA,0,8,Heydar Aliyev Arena,Heydar Aliyev Arena,,
SC,M,000,0,8,Men's,Men's,,
SC,M,057,0,8,Men's -57 kg ,Men's -57 kg ,,
SC,M,057,1,3,Men's -57 kg Finals,Men's -57 kg Finals,,
SC,M,057,2,3,Men's -57 kg Semifinals/Bronze Medal Finals,Men's -57 kg Semif/Bronze Medal Finals,,
SC,M,057,3,3,Men's -57 kg Quarterfinals/Repechage Round 2,Men's -57 kg Quarterf/Repechage Round 2,,
SC,M,057,M,6,Men's -57 kg Medal Ceremony,Men's -57 kg Medal Ceremony,,
SC,M,074,0,8,Men's -74 kg,Men's -74 kg,,
SC,M,074,1,3,Men's -74 kg Finals,Men's -74 kg Finals,,
SC,M,074,2,3,Men's -74 kg Semifinals/Bronze Medal Finals,Men's -74 kg Semif/Bronze Medal Finals,,
SC,M,074,3,3,Men's -74 kg Quarterfinals/Repechage Round 2,Men's -74 kg Quarterf/Repechage Round 2,,
SC,M,074,4,3,Men's -74 kg 1/8 Finals/Repechage Round 1,Men's -74 kg 1/8 Finals/Repech Round 1,,
SC,M,074,M,6,Men's -74 kg Medal Ceremony,Men's -74 kg Medal Ceremony,,
SC,M,090,0,8,Men's -90 kg,Men's -90 kg,,
SC,M,090,1,3,Men's -90 kg Finals,Men's -90 kg Finals,,
SC,M,090,2,3,Men's -90 kg Semifinals/Bronze Medal Finals,Men's -90 kg Semif/Bronze Medal Finals,,
SC,M,090,3,3,Men's -90 kg Quarterfinals/Repechage Round 2,Men's -90 kg Quarterf/Repechage Round 2,,
SC,M,090,M,6,Men's -90 kg Medal Ceremony,Men's -90 kg Medal Ceremony,,
SC,M,110,0,8,Men's +100 kg,Men's +100 kg,,
SC,M,110,1,3,Men's +100 kg Finals,Men's +100 kg Finals,,
SC,M,110,2,3,Men's +100 kg Semifinals/Bronze Medal Finals,Men's +100 kg Semif/Bronze Medal Finals,,
SC,M,110,3,3,Men's +100 kg Quarterfinals/Repechage Round 2,Men's +100 kg Quarterf/Repechage Round 2,,
SC,M,110,4,3,Men's +100 kg 1/8 Finals/Repechage Round 1,Men's +100 kg 1/8 Finals/Repech Round 1,,
SC,M,110,M,6,Men's +100 kg Medal Ceremony,Men's +100 kg Medal Ceremony,,
SC,W,000,0,8,Women's,Women's,,
SC,W,052,0,8,Women's -52 kg,Women's -52 kg,,
SC,W,052,1,3,Women's -52 kg Finals,Women's -52 kg Finals,,
SC,W,052,2,3,Women's -52 kg Semifinals/Bronze Medal Finals,Women's -52 kg Semif/Bronze Medal Finals,,
SC,W,052,3,3,Women's -52 kg Quarterfinals/Repechage Round 2,Women's -52 kg Quarterf/Rep Round 2,,
SC,W,052,4,3,Women's -52 kg 1/8 Finals/Repechage Round 1,Women's -52 kg 1/8 Finals/Repech Round 1,,
SC,W,052,M,6,Women's -52 kg Medal Ceremony,Women's -52 kg Medal Ceremony,,
SC,W,060,0,8,Women's -60 kg,Women's -60 kg,,
SC,W,060,1,3,Women's -60 kg Finals,Women's -60 kg Finals,,
SC,W,060,2,3,Women's -60 kg Semifinals/Bronze Medal Finals,Women's -60 kg Semif/Bronze Medal Finals,,
SC,W,060,3,3,Women's -60 kg Quarterfinals/Repechage Round 2,Women's -60 kg Quarterf/Rep Round 2,,
SC,W,060,4,3,Women's -60 kg 1/8 Finals/Repechage Round 1,Women's -60 kg 1/8 Finals/Repech Round 1,,
SC,W,060,M,6,Women's -60 kg Medal Ceremony,Women's -60 kg Medal Ceremony,,
SC,W,064,0,8,Women's -64 kg,Women's -64 kg,,
SC,W,064,1,3,Women's -64 kg Finals,Women's -64 kg Finals,,
SC,W,064,2,3,Women's -64 kg Semifinals/Bronze Medal Finals,Women's -64 kg Semif/Bronze Medal Finals,,
SC,W,064,3,3,Women's -64 kg Quarterfinals/Repechage Round 2,Women's -64 kg Quarterf/Rep Round 2,,
SC,W,064,4,3,Women's -64 kg 1/8 Finals/Repechage Round 1,Women's -64 kg 1/8 Finals/Repech Round 1,,
SC,W,064,M,6,Women's -64 kg Medal Ceremony,Women's -64 kg Medal Ceremony,,
SC,W,068,0,8,Women's -68 kg,Women's -68 kg,,
SC,W,068,1,3,Women's -68 kg Finals,Women's -68 kg Finals,,
SC,W,068,2,3,Women's -68 kg Semifinals/Bronze Medal Finals,Women's -68 kg Semif/Bronze Medal Finals,,
SC,W,068,3,3,Women's -68 kg Quarterfinals/Repechage Round 2,Women's -68 kg Quarterf/Rep Round 2,,
SC,W,068,4,3,Women's -68 kg 1/8 Finals/Repechage Round 1,Women's -68 kg 1/8 Finals/Repech Round 1,,
SC,W,068,M,6,Women's -68 kg Medal Ceremony,Women's -68 kg Medal Ceremony,,
SH,0,000,0,8,Shooting,Shooting,,
SH,0,SHO,0,8,Baku Shooting Centre,Baku Shooting Centre,,
SH,M,000,0,8,Men,Men,,
SH,M,101,0,8,10m Air Rifle Men,10m Air Rifle Men,,
SH,M,101,1,3,10m Air Rifle Men's Finals,10m Air Rifle Men's Finals,,
SH,M,101,9,3,10m Air Rifle Men's Qualification,10m Air Rifle Men's Qualification,,
SH,M,101,M,6,10m Air Rifle Men's Medal Ceremony,10m Air Rifle Men's Medal Ceremony,,
SH,M,103,0,8,50m Rifle Prone Men,50m Rifle Prone Men,,
SH,M,103,1,3,50m Rifle Prone Men's Finals,50m Rifle Prone Men's Finals,,
SH,M,103,8,3,50m Rifle Prone Men's Elimination,50m Rifle Prone Men's Elimination,,
SH,M,103,9,3,50m Rifle Prone Men's Qualification,50m Rifle Prone Men's Qualification,,
SH,M,103,M,6,50m Rifle Prone Men's Medal Ceremony,50m Rifle Prone Men's Medal Ceremony,,
SH,M,104,0,8,50m Rifle 3 Positions Men,50m Rifle 3 Positions Men,,
SH,M,104,1,3,50m Rifle 3 Positions Men's Finals,50m Rifle 3 Positions Men's Finals,,
SH,M,104,8,3,50m Rifle 3 Pos. Men's Elimination,50m Rifle 3 Pos. Men's Elimination,,
SH,M,104,9,3,50m Rifle 3 Pos. Men's Qualification,50m Rifle 3 Pos. Men's Qualification,,
SH,M,104,M,6,50m Rifle 3 Pos. Men's Medal Ceremony,50m Rifle 3 Pos. Men's Medal Ceremony,,
SH,M,201,0,8,50m Pistol Men,50m Pistol Men,,
SH,M,201,1,3,50m Pistol Men's Finals,50m Pistol Men's Finals,,
SH,M,201,8,3,50m Pistol Men's Elimination,50m Pistol Men's Elimination,,
SH,M,201,9,3,50m Pistol Men's Qualification,50m Pistol Men's Qualification,,
SH,M,201,M,6,50m Pistol Men's Medal Ceremony,50m Pistol Men's Medal Ceremony,,
SH,M,202,0,8,25m Rapid Fire Pistol Men,25m Rapid Fire Pistol Men,,
SH,M,202,1,3,25m Rapid Fire Pistol Men's Finals,25m Rapid Fire Pistol Men's Finals,,
SH,M,202,9,3,25m Rapid Fire Pistol Men's Qual.,25m Rapid Fire Pistol Men's Qual.,,
SH,M,202,M,6,25m Rapid Fire Pistol Men's MC,25m Rapid Fire Pistol Men's MC,,
SH,M,203,0,8,10m Air Pistol Men,10m Air Pistol Men,,
SH,M,203,1,3,10m Air Pistol Men's Finals,10m Air Pistol Men's Finals,,
SH,M,203,9,3,10m Air Pistol Men's Qualification,10m Air Pistol Men's Qualification,,
SH,M,203,M,6,10m Air Pistol Men's Medal Ceremony,10m Air Pistol Men's Medal Ceremony,,
SH,M,401,0,8,Trap Men,Trap Men,,
SH,M,401,1,3,Trap Men's Finals,Trap Men's Finals,,
SH,M,401,2,3,Trap Men's Semifinals,Trap Men's Semifinals,,
SH,M,401,9,3,Trap Men's Qualification,Trap Men's Qualification,,
SH,M,401,M,6,Trap Men's Medal Ceremony,Trap Men's Medal Ceremony,,
SH,M,402,0,8,Double Trap Men,Double Trap Men,,
SH,M,402,1,3,Double Trap Men's Finals,Double Trap Men's Finals,,
SH,M,402,2,3,Double Trap Men's Semifinals,Double Trap Men's Semifinals,,
SH,M,402,9,3,Double Trap Men's Qualification,Double Trap Men's Qualification,,
SH,M,402,M,6,Double Trap Men's Medal Ceremony,Double Trap Men's Medal Ceremony,,
SH,M,403,0,8,Skeet Men,Skeet Men,,
SH,M,403,1,3,Skeet Men's Finals,Skeet Men's Finals,,
SH,M,403,2,3,Skeet Men's Semifinals,Skeet Men's Semifinals,,
SH,M,403,9,3,Skeet Men's Qualification,Skeet Men's Qualification,,
SH,M,403,M,6,Skeet Men's Medal Ceremony,Skeet Men's Medal Ceremony,,
SH,W,000,0,8,Women,Women,,
SH,W,101,0,8,10m Air Rifle Women,10m Air Rifle Women,,
SH,W,101,1,3,10m Air Rifle Women's Finals,10m Air Rifle Women's Finals,,
SH,W,101,9,3,10m Air Rifle Women's Qualification,10m Air Rifle Women's Qualification,,
SH,W,101,M,6,10m Air Rifle Women's Medal Ceremony,10m Air Rifle Women's Medal Ceremony,,
SH,W,104,0,8,50m Rifle 3 Positions Women,50m Rifle 3 Positions Women,,
SH,W,104,1,3,50m Rifle 3 Positions Women's Finals,50m Rifle 3 Positions Women's Finals,,
SH,W,104,8,3,50m Rifle 3 Pos. Women's Elimination,50m Rifle 3 Pos. Women's Elimination,,
SH,W,104,9,3,50m Rifle 3 Pos. Women's Qualification,50m Rifle 3 Pos. Women's Qualification,,
SH,W,104,M,6,50m Rifle 3 Pos. Women's MC,50m Rifle 3 Pos. Women's MC,,
SH,W,203,0,8,10m Air Pistol Women,10m Air Pistol Women,,
SH,W,203,1,3,10m Air Pistol Women's Finals,10m Air Pistol Women's Finals,,
SH,W,203,9,3,10m Air Pistol Women's Qualification,10m Air Pistol Women's Qualification,,
SH,W,203,M,6,10m Air Pistol Women's Medal Ceremony,10m Air Pistol Women's Medal Ceremony,,
SH,W,204,0,8,25m Pistol Women,25m Pistol Women,,
SH,W,204,1,3,25m Pistol Women's Finals,25m Pistol Women's Finals,,
SH,W,204,9,3,25m Pistol Women's Qualification,25m Pistol Women's Qualification,,
SH,W,204,2,3,25m Pistol Women's Semifinals,25m Pistol Women's Semifinals,,
SH,W,204,M,6,25m Pistol Women's Medal Ceremony,25m Pistol Women's Medal Ceremony,,
SH,W,401,0,8,Trap Women,Trap Women,,
SH,W,401,1,3,Trap Women's Finals,Trap Women's Finals,,
SH,W,401,2,3,Trap Women's Semifinals,Trap Women's Semifinals,,
SH,W,401,9,3,Trap Women's Qualification,Trap Women's Qualification,,
SH,W,401,M,6,Trap Women's Medal Ceremony,Trap Women's Medal Ceremony,,
SH,W,403,0,8,Skeet Women,Skeet Women,,
SH,W,403,1,3,Skeet Women's Finals,Skeet Women's Finals,,
SH,W,403,2,3,Skeet Women's Semifinals,Skeet Women's Semifinals,,
SH,W,403,9,3,Skeet Women's Qualification,Skeet Women's Qualification,,
SH,W,403,M,6,Skeet Women's Medal Ceremony,Skeet Women's Medal Ceremony,,
SH,X,421,0,8,Mixed Team Trap,Mixed Team Trap,,
SH,X,421,1,3,Mixed Team Trap's Finals,Mixed Team Trap's Finals,,
SH,X,421,2,3,Mixed Team Trap's Semifinals,Mixed Team Trap's Semifinals,,
SH,X,421,9,3,Mixed Team Traps Qualification,Mixed Team Traps Qualification,,
SH,X,421,M,6,Mixed Team Trap's Medal Ceremony,Mixed Team Trap's Medal Ceremony,,
SH,X,423,0,8,Mixed Team Skeet,Mixed Team Skeet,,
SH,X,423,1,3,Mixed Team Skeet's Finals,Mixed Team Skeet's Finals,,
SH,X,423,2,3,Mixed Team Skeet's Semifinals,Mixed Team Skeet's Semifinals,,
SH,X,423,9,3,Mixed Team Skeet's Qualification,Mixed Team Skeet's Qualification,,
SH,X,423,M,6,Mixed Team Skeet's Medal Ceremony,Mixed Team Skeet's Medal Ceremony,,
SH,X,121,0,8,Mixed Team 10m AIR 50 Rifle,Mixed Team 10m AIR 50 Rifle,,
SH,X,121,1,3,Mixed Team 10m AIR 50 Rifle's Finals,Mixed Team 10m AIR 50 Rifle's Finals,,
SH,X,121,2,3,Mixed Team 10m AIR 50 Rifle Semifinals,Mixed Team 10m AIR 50 Rifle Semifinals,,
SH,X,121,9,3,Mixed Team 10m AIR 50 Rifle's Qualification,Mixed Team 10m AIR 50 Rifle's Quali.,,
SH,X,121,M,6,Mixed Team 10m AIR 50 Rifle's Medal Ceremony,Mixed Team 10m AIR 50 Rifle MC,,
SH,X,223,0,8,Mixed Team 10m AIR 50 Pistol,Mixed Team 10m AIR 50 Pistol,,
SH,X,223,1,3,Mixed Team 10m AIR 50 Pistol's Finals,Mixed Team 10m AIR 50 Pistol's Finals,,
SH,X,223,2,3,Mixed Team 10m AIR 50 Pistol Semifinals,Mixed Team 10m AIR 50 Pistol Semifinals,,
SH,X,223,9,3,Mixed Team 10m AIR 50 Pistol's Qualification,Mixed Team 10m AIR 50 Pistol's Qual.,,
SH,X,223,M,6,Mixed Team 10m AIR 50 Pistol's Medal Ceremony,Mixed Team 10m AIR 50 Pistol's MC,,
SW,0,BAC,0,8,Baku Aquatics Centre,Baku Aquatics Centre,,
SW,0,000,0,8,Swimming,Swimming,,
SW,0,000,Y,8,Swimming Daily Schedule,Swimming Daily Schedule,,
SW,M,000,0,8,Men,Men,,
SW,M,010,0,8,Men's 50m Freestyle,Men's 50m Freestyle,,
SW,M,010,1,3,Men's 50m Freestyle Final,Men's 50m Freestyle Final,,
SW,M,010,2,3,Men's 50m Freestyle Semifinals,Men's 50m Freestyle Semifinals,,
SW,M,010,9,3,Men's 50m Freestyle - Heats,Men's 50m Freestyle - Heats,,
SW,M,010,M,6,Men's 50m Freestyle Medal Ceremony,Men's 50m Freestyle Medal Ceremony,,
SW,M,011,0,8,Men's 100m Freestyle,Men's 100m Freestyle,,
SW,M,011,1,3,Men's 100m Freestyle Final,Men's 100m Freestyle Final,,
SW,M,011,2,3,Men's 100m Freestyle Semifinals,Men's 100m Freestyle Semifinals,,
SW,M,011,9,3,Men's 100m Freestyle - Heats,Men's 100m Freestyle - Heats,,
SW,M,011,M,6,Men's 100m Freestyle Medal Ceremony,Men's 100m Freestyle Medal Ceremony,,
SW,M,012,0,8,Men's 200m Freestyle,Men's 200m Freestyle,,
SW,M,012,1,3,Men's 200m Freestyle Final,Men's 200m Freestyle Final,,
SW,M,012,2,3,Men's 200m Freestyle Semifinal,Men's 200m Freestyle Semifinal,,
SW,M,012,9,3,Men's 200m Freestyle - Heats,Men's 200m Freestyle - Heats,,
SW,M,012,M,6,Men's 200m Freestyle Medal Ceremony,Men's 200m Freestyle Medal Ceremony,,
SW,M,014,0,8,Men's 400m Freestyle,Men's 400m Freestyle,,
SW,M,014,1,3,Men's 400m Freestyle Final,Men's 400m Freestyle Final,,
SW,M,014,9,3,Men's 400m Freestyle - Heats,Men's 400m Freestyle - Heats,,
SW,M,014,M,6,Men's 400m Freestyle Medal Ceremony,Men's 400m Freestyle Medal Ceremony,,
SW,M,015,0,8,Men's 1500m Freestyle,Men's 1500m Freestyle,,
SW,M,015,1,3,Men's 1500m Freestyle Finals,Men's 1500m Freestyle Finals,,
SW,M,015,M,6,Men's 1500m Freestyle Medal Ceremony,Men's 1500m Freestyle Medal Ceremony,,
SW,M,018,0,8,Men's 800m Freestyle,Men's 800m Freestyle,,
SW,M,018,1,3,Men's 800m Freestyle Finals,Men's 800m Freestyle Finals,,
SW,M,018,M,6,Men's 800m Freestyle Medal Ceremony,Men's 800m Freestyle Medal Ceremony,,
SW,M,020,0,8,Men's 50m Butterfly,Men's 50m Butterfly,,
SW,M,020,1,3,Men's 50m Butterfly Final,Men's 50m Butterfly Final,,
SW,M,020,2,3,Men's 50m Butterfly Semifinals,Men's 50m Butterfly Semifinals,,
SW,M,020,9,3,Men's 50m Butterfly - Heats,Men's 50m Butterfly - Heats,,
SW,M,020,M,6,Men's 50m Butterfly Medal Ceremony,Men's 50m Butterfly Medal Ceremony,,
SW,M,021,0,8,Men's 100m Butterfly,Men's 100m Butterfly,,
SW,M,021,1,3,Men's 100m Butterfly Final,Men's 100m Butterfly Final,,
SW,M,021,2,3,Men's 100m Butterfly Semifinals,Men's 100m Butterfly Semifinals,,
SW,M,021,9,3,Men's 100m Butterfly - Heats,Men's 100m Butterfly - Heats,,
SW,M,021,M,6,Men's 100m Butterfly Medal Ceremony,Men's 100m Butterfly Medal Ceremony,,
SW,M,022,0,8,Men's 200m Butterfly,Men's 200m Butterfly,,
SW,M,022,1,3,Men's 200m Butterfly Final,Men's 200m Butterfly Final,,
SW,M,022,2,3,Men's 200m Butterfly Semifinals,Men's 200m Butterfly Semifinals,,
SW,M,022,9,3,Men's 200m Butterfly - Heats,Men's 200m Butterfly - Heats,,
SW,M,022,M,6,Men's 200m Butterfly Medal Ceremony,Men's 200m Butterfly Medal Ceremony,,
SW,M,030,0,8,Men's 50m Breaststroke,Men's 50m Breaststroke,,
SW,M,030,1,3,Men's 50m Breaststroke Final,Men's 50m Breaststroke Final,,
SW,M,030,2,3,Men's 50m Breaststroke Semifinals,Men's 50m Breaststroke Semifinals,,
SW,M,030,9,3,Men's 50m Breaststroke - Heats,Men's 50m Breaststroke - Heats,,
SW,M,030,M,6,Men's 50m Breaststroke Medal Ceremony,Men's 50m Breaststroke Medal Ceremony,,
SW,M,031,0,8,Men's 100m Breaststroke,Men's 100m Breaststroke,,
SW,M,031,1,3,Men's 100m Breaststroke Final,Men's 100m Breaststroke Final,,
SW,M,031,2,3,Men's 100m Breaststroke Semifinals,Men's 100m Breaststroke Semifinals,,
SW,M,031,9,3,Men's 100m Breaststroke - Heats,Men's 100m Breaststroke - Heats,,
SW,M,031,M,6,Men's 100m Breaststroke Medal Ceremony,Men's 100m Breaststroke Medal Ceremony,,
SW,M,032,0,8,Men's 200m Breaststroke,Men's 200m Breaststroke,,
SW,M,032,1,3,Men's 200m Breaststroke Final,Men's 200m Breaststroke Final,,
SW,M,032,2,3,Men's 200m Breaststroke Semifinals,Men's 200m Breaststroke Semifinals,,
SW,M,032,9,3,Men's 200m Breaststroke - Heats,Men's 200m Breaststroke - Heats,,
SW,M,032,M,6,Men's 200m Breaststroke Medal Ceremony,Men's 200m Breaststroke Medal Ceremony,,
SW,M,040,0,8,Men's 50m Backstroke,Men's 50m Backstroke,,
SW,M,040,1,3,Men's 50m Backstroke Final,Men's 50m Backstroke Final,,
SW,M,040,2,3,Men's 50m Backstroke Semifinals,Men's 50m Backstroke Semifinals,,
SW,M,040,9,3,Men's 50m Backstroke - Heats,Men's 50m Backstroke - Heats,,
SW,M,040,M,6,Men's 50m Backstroke Medal Ceremony,Men's 50m Backstroke Medal Ceremony,,
SW,M,041,0,8,Men's 100m Backstroke,Men's 100m Backstroke,,
SW,M,041,1,3,Men's 100m Backstroke Final,Men's 100m Backstroke Final,,
SW,M,041,2,3,Men's 100m Backstroke Semifinals,Men's 100m Backstroke Semifinals,,
SW,M,041,9,3,Men's 100m Backstroke - Heats,Men's 100m Backstroke - Heats,,
SW,M,041,M,6,Men's 100m Backstroke Medal Ceremony,Men's 100m Backstroke Medal Ceremony,,
SW,M,042,0,8,Men's 200m Backstroke,Men's 200m Backstroke,,
SW,M,042,1,3,Men's 200m Backstroke Final,Men's 200m Backstroke Final,,
SW,M,042,2,3,Men's 200m Backstroke Semifinals,Men's 200m Backstroke Semifinals,,
SW,M,042,9,3,Men's 200m Backstroke - Heats,Men's 200m Backstroke - Heats,,
SW,M,042,M,6,Men's 200m Backstroke Medal Ceremony,Men's 200m Backstroke Medal Ceremony,,
