Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,FRA unit Description,POR unit Description
AR,0,470,Z,13,Archery Team Session 13,"Tir à l'arc, épreuve par équipes ses. 13","Tiro com arco, por equipes sessão 13",Archery Team Session 13,"Tir à l'arc, épreuve par équipes session 13","Tiro com arco, competição por equipes sessão 13",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 13,"","",""
AR,0,470,Z,14,Archery Team Session 14,"Tir à l'arc, épreuve par équipes ses. 14","Tiro com arco, por equipes sessão 14",Archery Team Session 14,"Tir à l'arc, épreuve par équipes session 14","Tiro com arco, competição por equipes sessão 14",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 14,"","",""
AR,0,470,Z,15,Archery Team Session 15,"Tir à l'arc, épreuve par équipes ses. 15","Tiro com arco, por equipes sessão 15",Archery Team Session 15,"Tir à l'arc, épreuve par équipes session 15","Tiro com arco, competição por equipes sessão 15",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 15,"","",""
AR,0,470,Z,16,Archery Team Session 16,"Tir à l'arc, épreuve par équipes ses. 16","Tiro com arco, por equipes sessão 16",Archery Team Session 16,"Tir à l'arc, épreuve par équipes session 16","Tiro com arco, competição por equipes sessão 16",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 16,"","",""
AR,0,470,Z,17,Archery Team Session 17,"Tir à l'arc, épreuve par équipes ses. 17","Tiro com arco, por equipes sessão 17",Archery Team Session 17,"Tir à l'arc, épreuve par équipes session 17","Tiro com arco, competição por equipes sessão 17",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 17,"","",""
AR,0,470,Z,18,Archery Team Session 18,"Tir à l'arc, épreuve par équipes ses. 18","Tiro com arco, por equipes sessão 18",Archery Team Session 18,"Tir à l'arc, épreuve par équipes session 18","Tiro com arco, competição por equipes sessão 18",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 18,"","",""
AR,0,470,Z,19,Archery Team Session 19,"Tir à l'arc, épreuve par équipes ses. 19","Tiro com arco, por equipes sessão 19",Archery Team Session 19,"Tir à l'arc, épreuve par équipes session 19","Tiro com arco, competição por equipes sessão 19",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 19,"","",""
AR,0,470,Z,20,Archery Team Session 20,"Tir à l'arc, épreuve par équipes ses. 20","Tiro com arco, por equipes sessão 20",Archery Team Session 20,"Tir à l'arc, épreuve par équipes session 20","Tiro com arco, competição por equipes sessão 20",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 20,"","",""
AR,0,470,Z,21,Archery Team Session 21,"Tir à l'arc, épreuve par équipes ses. 21","Tiro com arco, por equipes sessão 21",Archery Team Session 21,"Tir à l'arc, épreuve par équipes session 21","Tiro com arco, competição por equipes sessão 21",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 21,"","",""
AR,0,470,Z,22,Archery Team Session 22,"Tir à l'arc, épreuve par équipes ses. 22","Tiro com arco, por equipes sessão 22",Archery Team Session 22,"Tir à l'arc, épreuve par équipes session 22","Tiro com arco, competição por equipes sessão 22",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 22,"","",""
AR,0,470,Z,23,Archery Team Session 23,"Tir à l'arc, épreuve par équipes ses. 23","Tiro com arco, por equipes sessão 23",Archery Team Session 23,"Tir à l'arc, épreuve par équipes session 23","Tiro com arco, competição por equipes sessão 23",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 23,"","",""
AR,0,470,Z,24,Archery Team Session 24,"Tir à l'arc, épreuve par équipes ses. 24","Tiro com arco, por equipes sessão 24",Archery Team Session 24,"Tir à l'arc, épreuve par équipes session 24","Tiro com arco, competição por equipes sessão 24",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 24,"","",""
AR,0,470,Z,25,Archery Team Session 25,"Tir à l'arc, épreuve par équipes ses. 25","Tiro com arco, por equipes sessão 25",Archery Team Session 25,"Tir à l'arc, épreuve par équipes session 25","Tiro com arco, competição por equipes sessão 25",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 25,"","",""
AR,0,470,Z,26,Archery Team Session 26,"Tir à l'arc, épreuve par équipes ses. 26","Tiro com arco, por equipes sessão 26",Archery Team Session 26,"Tir à l'arc, épreuve par équipes session 26","Tiro com arco, competição por equipes sessão 26",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 26,"","",""
AR,0,470,Z,27,Archery Team Session 27,"Tir à l'arc, épreuve par équipes ses. 27","Tiro com arco, por equipes sessão 27",Archery Team Session 27,"Tir à l'arc, épreuve par équipes session 27","Tiro com arco, competição por equipes sessão 27",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 27,"","",""
AR,0,470,Z,28,Archery Team Session 28,"Tir à l'arc, épreuve par équipes ses. 28","Tiro com arco, por equipes sessão 28",Archery Team Session 28,"Tir à l'arc, épreuve par équipes session 28","Tiro com arco, competição por equipes sessão 28",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 28,"","",""
AR,0,470,Z,29,Archery Team Session 29,"Tir à l'arc, épreuve par équipes ses. 29","Tiro com arco, por equipes sessão 29",Archery Team Session 29,"Tir à l'arc, épreuve par équipes session 29","Tiro com arco, competição por equipes sessão 29",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 29,"","",""
AR,0,470,Z,30,Archery Team Session 30,"Tir à l'arc, épreuve par équipes ses. 30","Tiro com arco, por equipes sessão 30",Archery Team Session 30,"Tir à l'arc, épreuve par équipes session 30","Tiro com arco, competição por equipes sessão 30",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 30,"","",""
AR,0,470,Z,31,Archery Team Session 31,"Tir à l'arc, épreuve par équipes ses. 31","Tiro com arco, por equipes sessão 31",Archery Team Session 31,"Tir à l'arc, épreuve par équipes session 31","Tiro com arco, competição por equipes sessão 31",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 31,"","",""
AR,0,470,Z,32,Archery Team Session 32,"Tir à l'arc, épreuve par équipes ses. 32","Tiro com arco, por equipes sessão 32",Archery Team Session 32,"Tir à l'arc, épreuve par équipes session 32","Tiro com arco, competição por equipes sessão 32",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 32,"","",""
AR,0,470,Z,33,Archery Team Session 33,"Tir à l'arc, épreuve par équipes ses. 33","Tiro com arco, por equipes sessão 33",Archery Team Session 33,"Tir à l'arc, épreuve par équipes session 33","Tiro com arco, competição por equipes sessão 33",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 33,"","",""
AR,0,470,Z,34,Archery Team Session 34,"Tir à l'arc, épreuve par équipes ses. 34","Tiro com arco, por equipes sessão 34",Archery Team Session 34,"Tir à l'arc, épreuve par équipes session 34","Tiro com arco, competição por equipes sessão 34",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 34,"","",""
AR,0,470,Z,35,Archery Team Session 35,"Tir à l'arc, épreuve par équipes ses. 35","Tiro com arco, por equipes sessão 35",Archery Team Session 35,"Tir à l'arc, épreuve par équipes session 35","Tiro com arco, competição por equipes sessão 35",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 35,"","",""
AR,0,470,Z,36,Archery Team Session 36,"Tir à l'arc, épreuve par équipes ses. 36","Tiro com arco, por equipes sessão 36",Archery Team Session 36,"Tir à l'arc, épreuve par équipes session 36","Tiro com arco, competição por equipes sessão 36",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 36,"","",""
AR,0,470,Z,37,Archery Team Session 37,"Tir à l'arc, épreuve par équipes ses. 37","Tiro com arco, por equipes sessão 37",Archery Team Session 37,"Tir à l'arc, épreuve par équipes session 37","Tiro com arco, competição por equipes sessão 37",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 37,"","",""
AR,0,470,Z,38,Archery Team Session 38,"Tir à l'arc, épreuve par équipes ses. 38","Tiro com arco, por equipes sessão 38",Archery Team Session 38,"Tir à l'arc, épreuve par équipes session 38","Tiro com arco, competição por equipes sessão 38",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 38,"","",""
AR,0,470,Z,39,Archery Team Session 39,"Tir à l'arc, épreuve par équipes ses. 39","Tiro com arco, por equipes sessão 39",Archery Team Session 39,"Tir à l'arc, épreuve par équipes session 39","Tiro com arco, competição por equipes sessão 39",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 39,"","",""
AR,0,470,Z,40,Archery Team Session 40,"Tir à l'arc, épreuve par équipes ses. 40","Tiro com arco, por equipes sessão 40",Archery Team Session 40,"Tir à l'arc, épreuve par équipes session 40","Tiro com arco, competição por equipes sessão 40",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 40,"","",""
AR,0,470,Z,41,Archery Team Session 41,"Tir à l'arc, épreuve par équipes ses. 41","Tiro com arco, por equipes sessão 41",Archery Team Session 41,"Tir à l'arc, épreuve par équipes session 41","Tiro com arco, competição por equipes sessão 41",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 41,"","",""
AR,0,470,Z,42,Archery Team Session 42,"Tir à l'arc, épreuve par équipes ses. 42","Tiro com arco, por equipes sessão 42",Archery Team Session 42,"Tir à l'arc, épreuve par équipes session 42","Tiro com arco, competição por equipes sessão 42",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 42,"","",""
AR,0,470,Z,43,Archery Team Session 43,"Tir à l'arc, épreuve par équipes ses. 43","Tiro com arco, por equipes sessão 43",Archery Team Session 43,"Tir à l'arc, épreuve par équipes session 43","Tiro com arco, competição por equipes sessão 43",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 43,"","",""
AR,0,470,Z,44,Archery Team Session 44,"Tir à l'arc, épreuve par équipes ses. 44","Tiro com arco, por equipes sessão 44",Archery Team Session 44,"Tir à l'arc, épreuve par équipes session 44","Tiro com arco, competição por equipes sessão 44",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 44,"","",""
AR,0,470,Z,45,Archery Team Session 45,"Tir à l'arc, épreuve par équipes ses. 45","Tiro com arco, por equipes sessão 45",Archery Team Session 45,"Tir à l'arc, épreuve par équipes session 45","Tiro com arco, competição por equipes sessão 45",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 45,"","",""
AR,0,470,Z,46,Archery Team Session 46,"Tir à l'arc, épreuve par équipes ses. 46","Tiro com arco, por equipes sessão 46",Archery Team Session 46,"Tir à l'arc, épreuve par équipes session 46","Tiro com arco, competição por equipes sessão 46",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 46,"","",""
AR,0,470,Z,47,Archery Team Session 47,"Tir à l'arc, épreuve par équipes ses. 47","Tiro com arco, por equipes sessão 47",Archery Team Session 47,"Tir à l'arc, épreuve par équipes session 47","Tiro com arco, competição por equipes sessão 47",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 47,"","",""
AR,0,470,Z,48,Archery Team Session 48,"Tir à l'arc, épreuve par équipes ses. 48","Tiro com arco, por equipes sessão 48",Archery Team Session 48,"Tir à l'arc, épreuve par équipes session 48","Tiro com arco, competição por equipes sessão 48",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 48,"","",""
AR,0,470,Z,49,Archery Team Session 49,"Tir à l'arc, épreuve par équipes ses. 49","Tiro com arco, por equipes sessão 49",Archery Team Session 49,"Tir à l'arc, épreuve par équipes session 49","Tiro com arco, competição por equipes sessão 49",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 49,"","",""
AR,0,470,Z,50,Archery Team Session 50,"Tir à l'arc, épreuve par équipes ses. 50","Tiro com arco, por equipes sessão 50",Archery Team Session 50,"Tir à l'arc, épreuve par équipes session 50","Tiro com arco, competição por equipes sessão 50",StyleSession,9,Y,0,NONE,Y,N,Archery Team Session 50,"","",""
AR,0,SBD,0,00,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Venue,3,N,0,NONE,N,N,Sambodrome,"","",""
AR,M,000,0,00,Men,Hommes,Masculino,Men,Hommes,Masculino,Gender,10,N,0,NONE,N,N,Men,"","",""
AR,M,070,0,00,Men's Individual,Épreuve individuelle - hommes,Competição individual masculina,Men's Individual,Épreuve individuelle - hommes,Competição individual masculina,Event,13,N,0,NONE,N,N,Men's Individual,"","",""
AR,M,070,1,00,Men's Individual Finals,"Individuelle - hom., finales","Competição individual masculina, finais",Men's Individual Finals,"Épreuve individuelle - hommes, finales","Competição individual masculina, finais",Phase,14,N,0,NONE,N,N,Men's Individual Finals,Finals,Finales,Finais
AR,M,070,1,01,Men's Individual Gold Medal Match,"Individuelle - hom., match or","Individual masculina, disputa pelo ouro",Men's Individual Gold Medal Match,"Épreuve individuelle - hommes, match pour la médaille d'or","Individual masculina, disputa pela medalha de ouro",EventUnit,15,Y,1,HATH,N,Y,Men's Individual Gold Medal Match,Gold Medal Match,Match pour la médaille d'or,Disputa pela medalha de ouro
AR,M,070,1,02,Men's Individual Bronze Medal Match,"Individuelle - hom., match bronze","Individual masculina,disputa pelo bronze",Men's Individual Bronze Medal Match,"Épreuve individuelle - hommes, match pour la médaille de bronze","Individual masculina, disputa pela medalha de bronze",EventUnit,15,Y,2,HATH,N,Y,Men's Individual Bronze Medal Match,Bronze Medal Match,Match pour la médaille de bronze,Disputa pela medalha de bronze
AR,M,070,2,00,Men's Individual Semifinals,"Individuelle - hom., demi-finales","Competição individual masculina, 1/2",Men's Individual Semifinals,"Épreuve individuelle - hommes, demi-finales","Competição individual masculina, semifinais",Phase,14,N,0,NONE,N,N,Men's Individual Semifinals,Semifinals,Demi-finales,Semifinais
AR,M,070,2,01,Men's Individual Semifinal - Match 157,"Individuelle - hom., demi-finale","Competição individual masculina, 1/2",Men's Individual Semifinal - Match 157,"Épreuve individuelle - hommes, demi-finale","Competição individual masculina, semifinal",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Semifinal 1,Semifinal,Demi-finale,Semifinal
AR,M,070,2,02,Men's Individual Semifinal - Match 158,"Individuelle - hom., demi-finale","Competição individual masculina, 1/2",Men's Individual Semifinal - Match 158,"Épreuve individuelle - hommes, demi-finale","Competição individual masculina, semifinal",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Semifinal 2,Semifinal,Demi-finale,Semifinal
AR,M,070,3,00,Men's Individual Quarterfinals,"Individuelle - hom., quarts de finale","Competição individual masculina, quartas",Men's Individual Quarterfinals,"Épreuve individuelle - hommes, quarts de finale","Competição individual masculina, quartas",Phase,14,N,0,NONE,N,N,Men's Individual Quarterfinals,Quarterfinals,Quarts de finale,Quartas
AR,M,070,3,01,Men's Ind. Quarterfinal - Match 154,"Individuelle - hom., quart de finale","Competição individual masculina, 1/4 ",Men's Individual Quarterfinal - Match 154,"Épreuve individuelle - hommes, quart de finale","Competição individual masculina, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Quarterfinal 1,Quarterfinal,Quart de finale,Quartas de Final 
AR,M,070,3,02,Men's Ind. Quarterfinal - Match 153,"Individuelle - hom., quart de finale","Competição individual masculina, 1/4 ",Men's Individual Quarterfinal - Match 153,"Épreuve individuelle - hommes, quart de finale","Competição individual masculina, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Quarterfinal 2,Quarterfinal,Quart de finale,Quartas de Final 
AR,M,070,3,03,Men's Ind. Quarterfinal - Match 155,"Individuelle - hom., quart de finale","Competição individual masculina, 1/4 ",Men's Individual Quarterfinal - Match 155,"Épreuve individuelle - hommes, quart de finale","Competição individual masculina, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Quarterfinal 3,Quarterfinal,Quart de finale,Quartas de Final 
AR,M,070,3,04,Men's Ind. Quarterfinal - Match 156,"Individuelle - hom., quart de finale","Competição individual masculina, 1/4 ",Men's Individual Quarterfinal - Match 156,"Épreuve individuelle - hommes, quart de finale","Competição individual masculina, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual Quarterfinal 4,Quarterfinal,Quart de finale,Quartas de Final 
AR,M,070,4,00,Men's Individual 1/8 Eliminations,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8 ",Men's Individual 1/8 Eliminations,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas ",Phase,14,N,0,NONE,N,N,Men's Individual 1/8 Eliminations,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas 
AR,M,070,4,01,Men's Ind. 1/8 Eliminations - Match 148,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8 ",Men's Individual 1/8 Eliminations - Match 148,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual 1/8 Eliminations 1,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final 
AR,M,070,4,02,Men's Ind. 1/8 Eliminations - Match 147,"Individuelle - hom., élim. (1/8)","Competição individual masculina, 1/8 ",Men's Individual 1/8 Eliminations - Match 147,"Épreuve individuelle - hommes, éliminatoires (8e de finale)","Competição individual masculina, oitavas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Individual 1/8 Eliminations 2,1/8 Eliminations,Éliminatoires (8e de finale),Oitavas de Final 
