Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
AT,M,134,M,6,Men's 100m - T34 VC,"100m masculino - T34, cer. premiação","100m masculino - T34, cer. medallas",Men's 100m - T34 Victory Ceremony,"100m rasos masculino - T34, cerimônia de premiação","100m masculino - T34, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,134,N,7,Men's 100m - T34 Draw,"100m masculino - T34, sorteio","100m masculino - T34, sorteo",Men's 100m - T34 Draw,"100m rasos masculino - T34, sorteio","100m masculino - T34, sorteo",Draw,Sorteio,Sorteo
AT,M,135,0,8,Men's 100m - T35,100m rasos masculino - T35,100m masculino - T35,Men's 100m - T35,100m rasos masculino - T35,100m masculino - T35,"","",
AT,M,135,1,3,Men's 100m - T35 Final,"100m masculino - T35, final","100m masculino - T35, final",Men's 100m - T35 Final,"100m rasos masculino - T35, final","100m masculino - T35, final",Final,Final,Final
AT,M,135,2,3,Men's 100m - T35 Semifinals,"100m masculino - T35, semifinais","100m masculino - T35, semifinales",Men's 100m - T35 Semifinals,"100m rasos masculino - T35, semifinais","100m masculino - T35, semifinales",Semifinals,Semifinais,Semifinales
AT,M,135,9,3,Men's 100m - T35 Round 1,"100m masculino - T35, primeira fase","100m masculino - T35, 1a ronda",Men's 100m - T35 Round 1,"100m rasos masculino - T35, primeira fase","100m masculino - T35, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,135,M,6,Men's 100m - T35 VC,"100m masculino - T35, cer. premiação","100m masculino - T35, cer. medallas",Men's 100m - T35 Victory Ceremony,"100m rasos masculino - T35, cerimônia de premiação","100m masculino - T35, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,135,N,7,Men's 100m - T35 Draw,"100m masculino - T35, sorteio","100m masculino - T35, sorteo",Men's 100m - T35 Draw,"100m rasos masculino - T35, sorteio","100m masculino - T35, sorteo",Draw,Sorteio,Sorteo
AT,M,136,0,8,Men's 100m - T36,100m rasos masculino - T36,100m masculino - T36,Men's 100m - T36,100m rasos masculino - T36,100m masculino - T36,"","",
AT,M,136,1,3,Men's 100m - T36 Final,"100m masculino - T36, final","100m masculino - T36, final",Men's 100m - T36 Final,"100m rasos masculino - T36, final","100m masculino - T36, final",Final,Final,Final
AT,M,136,2,3,Men's 100m - T36 Semifinals,"100m masculino - T36, semifinais","100m masculino - T36, semifinales",Men's 100m - T36 Semifinals,"100m rasos masculino - T36, semifinais","100m masculino - T36, semifinales",Semifinals,Semifinais,Semifinales
AT,M,136,9,3,Men's 100m - T36 Round 1,"100m masculino - T36, primeira fase","100m masculino - T36, 1a ronda",Men's 100m - T36 Round 1,"100m rasos masculino - T36, primeira fase","100m masculino - T36, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,136,M,6,Men's 100m - T36 VC,"100m masculino - T36, cer. premiação","100m masculino - T36, cer. medallas",Men's 100m - T36 Victory Ceremony,"100m rasos masculino - T36, cerimônia de premiação","100m masculino - T36, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,136,N,7,Men's 100m - T36 Draw,"100m masculino - T36, sorteio","100m masculino - T36, sorteo",Men's 100m - T36 Draw,"100m rasos masculino - T36, sorteio","100m masculino - T36, sorteo",Draw,Sorteio,Sorteo
AT,M,137,0,8,Men's 100m - T37,100m rasos masculino - T37,100m masculino - T37,Men's 100m - T37,100m rasos masculino - T37,100m masculino - T37,"","",
AT,M,137,1,3,Men's 100m - T37 Final,"100m masculino - T37, final","100m masculino - T37, final",Men's 100m - T37 Final,"100m rasos masculino - T37, final","100m masculino - T37, final",Final,Final,Final
AT,M,137,2,3,Men's 100m - T37 Semifinals,"100m masculino - T37, semifinais","100m masculino - T37, semifinales",Men's 100m - T37 Semifinals,"100m rasos masculino - T37, semifinais","100m masculino - T37, semifinales",Semifinals,Semifinais,Semifinales
AT,M,137,9,3,Men's 100m - T37 Round 1,"100m masculino - T37, primeira fase","100m masculino - T37, 1a ronda",Men's 100m - T37 Round 1,"100m rasos masculino - T37, primeira fase","100m masculino - T37, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,137,M,6,Men's 100m - T37 VC,"100m masculino - T37, cer. premiação","100m masculino - T37, cer. medallas",Men's 100m - T37 Victory Ceremony,"100m rasos masculino - T37, cerimônia de premiação","100m masculino - T37, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,137,N,7,Men's 100m - T37 Draw,"100m masculino - T37, sorteio","100m masculino - T37, sorteo",Men's 100m - T37 Draw,"100m rasos masculino - T37, sorteio","100m masculino - T37, sorteo",Draw,Sorteio,Sorteo
AT,M,138,0,8,Men's 100m - T38,100m rasos masculino - T38,100m masculino - T38,Men's 100m - T38,100m rasos masculino - T38,100m masculino - T38,"","",
AT,M,138,1,3,Men's 100m - T38 Final,"100m masculino - T38, final","100m masculino - T38, final",Men's 100m - T38 Final,"100m rasos masculino - T38, final","100m masculino - T38, final",Final,Final,Final
AT,M,138,2,3,Men's 100m - T38 Semifinals,"100m masculino - T38, semifinais","100m masculino - T38, semifinales",Men's 100m - T38 Semifinals,"100m rasos masculino - T38, semifinais","100m masculino - T38, semifinales",Semifinals,Semifinais,Semifinales
AT,M,138,9,3,Men's 100m - T38 Round 1,"100m masculino - T38, primeira fase","100m masculino - T38, 1a ronda",Men's 100m - T38 Round 1,"100m rasos masculino - T38, primeira fase","100m masculino - T38, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,138,M,6,Men's 100m - T38 VC,"100m masculino - T38, cer. premiação","100m masculino - T38, cer. medallas",Men's 100m - T38 Victory Ceremony,"100m rasos masculino - T38, cerimônia de premiação","100m masculino - T38, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,138,N,7,Men's 100m - T38 Draw,"100m masculino - T38, sorteio","100m masculino - T38, sorteo",Men's 100m - T38 Draw,"100m rasos masculino - T38, sorteio","100m masculino - T38, sorteo",Draw,Sorteio,Sorteo
AT,M,142,0,8,Men's 100m - T42,100m rasos masculino - T42,100m masculino - T42,Men's 100m - T42,100m rasos masculino - T42,100m masculino - T42,"","",
AT,M,142,1,3,Men's 100m - T42 Final,"100m masculino - T42, final","100m masculino - T42, final",Men's 100m - T42 Final,"100m rasos masculino - T42, final","100m masculino - T42, final",Final,Final,Final
AT,M,142,2,3,Men's 100m - T42 Semifinals,"100m masculino - T42, semifinais","100m masculino - T42, semifinales",Men's 100m - T42 Semifinals,"100m rasos masculino - T42, semifinais","100m masculino - T42, semifinales",Semifinals,Semifinais,Semifinales
AT,M,142,9,3,Men's 100m - T42 Round 1,"100m masculino - T42, primeira fase","100m masculino - T42, 1a ronda",Men's 100m - T42 Round 1,"100m rasos masculino - T42, primeira fase","100m masculino - T42, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,142,M,6,Men's 100m - T42 VC,"100m masculino - T42, cer. premiação","100m masculino - T42, cer. medallas",Men's 100m - T42 Victory Ceremony,"100m rasos masculino - T42, cerimônia de premiação","100m masculino - T42, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,142,N,7,Men's 100m - T42 Draw,"100m masculino - T42, sorteio","100m masculino - T42, sorteo",Men's 100m - T42 Draw,"100m rasos masculino - T42, sorteio","100m masculino - T42, sorteo",Draw,Sorteio,Sorteo
AT,M,144,0,8,Men's 100m - T44,100m rasos masculino - T44,100m masculino - T44,Men's 100m - T44,100m rasos masculino - T44,100m masculino - T44,"","",
AT,M,144,1,3,Men's 100m - T44 Final,"100m masculino - T44, final","100m masculino - T44, final",Men's 100m - T44 Final,"100m rasos masculino - T44, final","100m masculino - T44, final",Final,Final,Final
AT,M,144,2,3,Men's 100m - T44 Semifinals,"100m masculino - T44, semifinais","100m masculino - T44, semifinales",Men's 100m - T44 Semifinals,"100m rasos masculino - T44, semifinais","100m masculino - T44, semifinales",Semifinals,Semifinais,Semifinales
AT,M,144,9,3,Men's 100m - T44 Round 1,"100m masculino - T44, primeira fase","100m masculino - T44, 1a ronda",Men's 100m - T44 Round 1,"100m rasos masculino - T44, primeira fase","100m masculino - T44, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,144,M,6,Men's 100m - T44 VC,"100m masculino - T44, cer. premiação","100m masculino - T44, cer. medallas",Men's 100m - T44 Victory Ceremony,"100m rasos masculino - T44, cerimônia de premiação","100m masculino - T44, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,144,N,7,Men's 100m - T44 Draw,"100m masculino - T44, sorteio","100m masculino - T44, sorteo",Men's 100m - T44 Draw,"100m rasos masculino - T44, sorteio","100m masculino - T44, sorteo",Draw,Sorteio,Sorteo
AT,M,147,0,8,Men's 100m - T47,100m rasos masculino - T47,100m masculino - T47,Men's 100m - T47,100m rasos masculino - T47,100m masculino - T47,"","",
AT,M,147,1,3,Men's 100m - T47 Final,"100m masculino - T47, final","100m masculino - T47, final",Men's 100m - T47 Final,"100m rasos masculino - T47, final","100m masculino - T47, final",Final,Final,Final
AT,M,147,2,3,Men's 100m - T47 Semifinals,"100m masculino - T47, semifinais","100m masculino - T47, semifinales",Men's 100m - T47 Semifinals,"100m rasos masculino - T47, semifinais","100m masculino - T47, semifinales",Semifinals,Semifinais,Semifinales
AT,M,147,9,3,Men's 100m - T47 Round 1,"100m masculino - T47, primeira fase","100m masculino - T47, 1a ronda",Men's 100m - T47 Round 1,"100m rasos masculino - T47, primeira fase","100m masculino - T47, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,147,M,6,Men's 100m - T47 VC,"100m masculino - T47, cer. premiação","100m masculino - T47, cer. medallas",Men's 100m - T47 Victory Ceremony,"100m rasos masculino - T47, cerimônia de premiação","100m masculino - T47, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,147,N,7,Men's 100m - T47 Draw,"100m masculino - T47, sorteio","100m masculino - T47, sorteo",Men's 100m - T47 Draw,"100m rasos masculino - T47, sorteio","100m masculino - T47, sorteo",Draw,Sorteio,Sorteo
AT,M,151,0,8,Men's 100m - T51,100m rasos masculino - T51,100m masculino - T51,Men's 100m - T51,100m rasos masculino - T51,100m masculino - T51,"","",
AT,M,151,1,3,Men's 100m - T51 Final,"100m masculino - T51, final","100m masculino - T51, final",Men's 100m - T51 Final,"100m rasos masculino - T51, final","100m masculino - T51, final",Final,Final,Final
AT,M,151,2,3,Men's 100m - T51 Semifinals,"100m masculino - T51, semifinais","100m masculino - T51, semifinales",Men's 100m - T51 Semifinals,"100m rasos masculino - T51, semifinais","100m masculino - T51, semifinales",Semifinals,Semifinais,Semifinales
AT,M,151,9,3,Men's 100m - T51 Round 1,"100m masculino - T51, primeira fase","100m masculino - T51, 1a ronda",Men's 100m - T51 Round 1,"100m rasos masculino - T51, primeira fase","100m masculino - T51, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,151,M,6,Men's 100m - T51 VC,"100m masculino - T51, cer. premiação","100m masculino - T51, cer. medallas",Men's 100m - T51 Victory Ceremony,"100m rasos masculino - T51, cerimônia de premiação","100m masculino - T51, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,151,N,7,Men's 100m - T51 Draw,"100m masculino - T51, sorteio","100m masculino - T51, sorteo",Men's 100m - T51 Draw,"100m rasos masculino - T51, sorteio","100m masculino - T51, sorteo",Draw,Sorteio,Sorteo
AT,M,152,0,8,Men's 100m - T52,100m rasos masculino - T52,100m masculino - T52,Men's 100m - T52,100m rasos masculino - T52,100m masculino - T52,"","",
AT,M,152,1,3,Men's 100m - T52 Final,"100m masculino - T52, final","100m masculino - T52, final",Men's 100m - T52 Final,"100m rasos masculino - T52, final","100m masculino - T52, final",Final,Final,Final
AT,M,152,2,3,Men's 100m - T52 Semifinals,"100m masculino - T52, semifinais","100m masculino - T52, semifinales",Men's 100m - T52 Semifinals,"100m rasos masculino - T52, semifinais","100m masculino - T52, semifinales",Semifinals,Semifinais,Semifinales
AT,M,152,9,3,Men's 100m - T52 Round 1,"100m masculino - T52, primeira fase","100m masculino - T52, 1a ronda",Men's 100m - T52 Round 1,"100m rasos masculino - T52, primeira fase","100m masculino - T52, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,152,M,6,Men's 100m - T52 VC,"100m masculino - T52, cer. premiação","100m masculino - T52, cer. medallas",Men's 100m - T52 Victory Ceremony,"100m rasos masculino - T52, cerimônia de premiação","100m masculino - T52, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,152,N,7,Men's 100m - T52 Draw,"100m masculino - T52, sorteio","100m masculino - T52, sorteo",Men's 100m - T52 Draw,"100m rasos masculino - T52, sorteio","100m masculino - T52, sorteo",Draw,Sorteio,Sorteo
AT,M,153,0,8,Men's 100m - T53,100m rasos masculino - T53,100m masculino - T53,Men's 100m - T53,100m rasos masculino - T53,100m masculino - T53,"","",
AT,M,153,1,3,Men's 100m - T53 Final,"100m masculino - T53, final","100m masculino - T53, final",Men's 100m - T53 Final,"100m rasos masculino - T53, final","100m masculino - T53, final",Final,Final,Final
AT,M,153,2,3,Men's 100m - T53 Semifinals,"100m masculino - T53, semifinais","100m masculino - T53, semifinales",Men's 100m - T53 Semifinals,"100m rasos masculino - T53, semifinais","100m masculino - T53, semifinales",Semifinals,Semifinais,Semifinales
AT,M,153,9,3,Men's 100m - T53 Round 1,"100m masculino - T53, primeira fase","100m masculino - T53, 1a ronda",Men's 100m - T53 Round 1,"100m rasos masculino - T53, primeira fase","100m masculino - T53, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,153,M,6,Men's 100m - T53 VC,"100m masculino - T53, cer. premiação","100m masculino - T53, cer. medallas",Men's 100m - T53 Victory Ceremony,"100m rasos masculino - T53, cerimônia de premiação","100m masculino - T53, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,153,N,7,Men's 100m - T53 Draw,"100m masculino - T53, sorteio","100m masculino - T53, sorteo",Men's 100m - T53 Draw,"100m rasos masculino - T53, sorteio","100m masculino - T53, sorteo",Draw,Sorteio,Sorteo
AT,M,154,0,8,Men's 100m - T54,100m rasos masculino - T54,100m masculino - T54,Men's 100m - T54,100m rasos masculino - T54,100m masculino - T54,"","",
AT,M,154,1,3,Men's 100m - T54 Final,"100m masculino - T54, final","100m masculino - T54, final",Men's 100m - T54 Final,"100m rasos masculino - T54, final","100m masculino - T54, final",Final,Final,Final
AT,M,154,2,3,Men's 100m - T54 Semifinals,"100m masculino - T54, semifinais","100m masculino - T54, semifinales",Men's 100m - T54 Semifinals,"100m rasos masculino - T54, semifinais","100m masculino - T54, semifinales",Semifinals,Semifinais,Semifinales
AT,M,154,9,3,Men's 100m - T54 Round 1,"100m masculino - T54, primeira fase","100m masculino - T54, 1a ronda",Men's 100m - T54 Round 1,"100m rasos masculino - T54, primeira fase","100m masculino - T54, 1a ronda",Round 1,Primeira fase,1a ronda
AT,M,154,M,6,Men's 100m - T54 VC,"100m masculino - T54, cer. premiação","100m masculino - T54, cer. medallas",Men's 100m - T54 Victory Ceremony,"100m rasos masculino - T54, cerimônia de premiação","100m masculino - T54, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,M,154,N,7,Men's 100m - T54 Draw,"100m masculino - T54, sorteio","100m masculino - T54, sorteo",Men's 100m - T54 Draw,"100m rasos masculino - T54, sorteio","100m masculino - T54, sorteo",Draw,Sorteio,Sorteo
AT,M,211,0,8,Men's 200m - T11,200m rasos masculino - T11,200m masculino - T11,Men's 200m - T11,200m rasos masculino - T11,200m masculino - T11,"","",
AT,M,211,1,3,Men's 200m - T11 Final,"200m masculino - T11, final","200m masculino - T11, final",Men's 200m - T11 Final,"200m rasos masculino - T11, final","200m masculino - T11, final",Final,Final,Final
AT,M,211,2,3,Men's 200m - T11 Semifinals,"200m masculino - T11, semifinais","200m masculino - T11, semifinales",Men's 200m - T11 Semifinals,"200m rasos masculino - T11, semifinais","200m masculino - T11, semifinales",Semifinals,Semifinais,Semifinales
