Id,Venue,LocationOrder,competition,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,Source,Sub-Locations
OTN,OTN,,Y,Olympic Tennis Centre,Centre Olympique de Tennis,Centro Olímpico de Tênis,Centro Olímpico de Tenis,Olympic Tennis Centre,Centre Olympique de Tennis,Centro Olímpico de Tênis,Centro Olímpico de Tenis,OTNTE1,
OVP,OVP,,N,Athletes' Park,Parc des Athlètes,Parque dos Atletas,Parque de los atletas,Athletes' Park,Parc des Athlètes,Parque dos Atletas,Parque de los atletas,,
OV1,OVP,,N,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,,
OV2,OVP,,N,Residential Park,Parc résidentiel,Residential Park,Residential Park,Residential Park,Parc résidentiel,Residential Park,Residential Park,,
OV3,OVP,,N,Plaza and Residential Zone,Plaza et zone résidentielle,Plaza and Residential Zone,Plaza and Residential Zone,Plaza and Residential Zone,Plaza et zone résidentielle,Plaza and Residential Zone,Plaza and Residential Zone,,
OV4,OVP,,N,Residential Zone,Zone résidentielle,Residential Zone,Residential Zone,Residential Zone,Zone résidentielle,Residential Zone,Residential Zone,,
OVB,OVP,,N,Athletes' Park - Basketball,Parc des athletes - basketball,Athletes' Park - Basketball,Athletes' Park - Basketball,Athletes' Park - Basketball,Parc des athletes - basketball,Athletes' Park - Basketball,Athletes' Park - Basketball,,
OW1,FTC,1,Y,Fort Copacabana - OW,Fort de Copacabana - OW,Forte de Copacabana - OW,Fuerte de Copacabana - OW,Fort Copacabana - Marathon Swimming,Fort de Copacabana - Natation de marathon,Forte de Copacabana - Maratonas Aquáticas,Fuerte de Copacabana - Aguas abiertas,FTCOW1,
OW2,AFU,,N,Air Force Univ. -Marathon Swim,Uni armée de l'air - OW,Air Force Univ. -Marathon Swim,Air Force Univ. -Marathon Swim,Air Force University - Marathon Swimming ,Université de l'armée de l'air - natation marathon,Air Force University - Marathon Swimming ,Air Force University - Marathon Swimming ,,
OW3,OVP,,N,Athletes' Park - Marathon Swim,Parc des athletes - OW,Athletes' Park - Marathon Swim,Athletes' Park - Marathon Swim,Athletes' Park - Marathon Swimming,Parc des athletes - natation de marathon,Athletes' Park - Marathon Swimming,Athletes' Park - Marathon Swimming,,
PBS,PBS,,N,Pacaembu Stadium-SP,Stade Pacaembu-São Paulo,Estádio Pacaembu-SP,Estadio Pacaembu-SP,Pacaembu Stadium (São Paulo),Stade Pacaembu (São Paulo),Estádio Pacaembu (São Paulo),Estadio Pacaembu (São Paulo),,
PEC,PEC,,N,Physical Ed. Centre CEFAN,Ctre d'éd. physique CEFAN,Ctr Educação Física CEFAN,Ctro Ed. Física (CEFAN),Navy Physical Education Centre (CEFAN),Centre d'éducation physique Alte A. Nunes (CEFAN),Centro de Educação Físicas (CEFAN),Centro de Educación Física (CEFAN),,
PF2,PF2,,N,Paralympic Family Hotel,Hôtel Fam. Paralympique,Hotel Família Paralímpica,Hotel Familia Paralímpica,Paralympic Family Hotel - Windsor Barra,Hôtel de la Famille Paralympique - Windsor Barra,Hotel da Família Paralímpica - Windsor Barra,Hotel de la Familia Paralímpica - Windsor Barra,,
PFH,PFH,,N,Windsor Oceânico,Windsor Oceânico,Windsor Oceânico,Windsor Oceânico,Main Paralympic Family Hotel - Windsor Oceânico,Hôtel principal fam. paralympique-Windsor Oceânico,Hotel Oficial Família Paralímpica-Windsor Oceânico,Hotel Princ. Fam. Paralímpica - Windsor Oceânico,,
PIS,PIS,,N,Pituaçu Stadium-SA,Stade Pituaçu (Salvador),Estádio Pituaçu-SA,Estadio Pituaçu-SA,Pituaçu Stadium (Salvador),Stade Pituaçu (Salvador),Estádio Pituaçu (Salvador),Estadio Pituaçu (Salvador),,
PMC,PMC,,N,Cruise Accommodations,Terminal maritime,Acomodação de Navios ,Acomodaciones de Navíos,Pier Mauá Cruise Accommodations,Terminal maritime de Pier Mauá,Acomodação de Navios do Pier Mauá,Acomodaciones de Navíos Pier Mauá,,
PMS,PMS,,N,Primeiro de Maio Stadium,Stade Primeiro de Maio,Primeiro de Maio Stadium,Primeiro de Maio Stadium,Primeiro de Maio Stadium,Stade Primeiro de Maio,Primeiro de Maio Stadium,Primeiro de Maio Stadium,,
PON,PON,,Y,Pontal,Pontal,Pontal,Pontal,Pontal,Pontal,Pontal,Pontal,,
PSJ,PSJ,,N,Parque São Jorge,Parc São Jorge,Parque São Jorge,Parque São Jorge,Parque São Jorge,Parc São Jorge,Parque São Jorge,Parque São Jorge,,
RC2,RC2,,Y,Riocentro - Pavilion 2,Riocentro - Pavillion 2,Riocentro - Pavilhão 2,Riocentro - Pabellón 2,Riocentro - Pavilion 2,Riocentro - Pavillion 2,Riocentro - Pavilhão 2,Riocentro - Pabellón 2,RC2WL1,
RC3,RC3,,Y,Riocentro - Pavilion 3,Riocentro - Pavillion 3,Riocentro - Pavilhão 3,Riocentro - Pabellón 3,Riocentro - Pavilion 3,Riocentro - Pavillion 3,Riocentro - Pavilhão 3,Riocentro - Pabellón 3,RC3TT1,
RC4,RC4,,Y,Riocentro - Pavilion 4,Riocentro - Pavillion 4,Riocentro - Pavilhão 4,Riocentro - Pabellón 4,Riocentro - Pavilion 4,Riocentro - Pavillion 4,Riocentro - Pavilhão 4,Riocentro - Pabellón 4,RC4BD1,
RC5,RC5,,N,Riocentro - Pavilion 5,Riocentro - Pavillon 5,Riocentro - Pavilhão 5,Riocentro - Pabellón 5,Riocentro - Pavilion 5,Riocentro - Pavillon 5,Riocentro - Pavilhão 5,Riocentro - Pabellón 5,,
RC6,RC6,,Y,Riocentro - Pavilion 6,Riocentro - Pavillion 6,Riocentro - Pavilhão 6,Riocentro - Pabellón 6,Riocentro - Pavilion 6,Riocentro - Pavillion 6,Riocentro - Pavilhão 6,Riocentro - Pabellón 6,RC6BX1,
RCD,RCD,,N,BPK Common Domain,Zone publique du BPK,Área Comum BPK,Espacio Común BPK,Barra Olympic Park Common Domain,Zone publique du Parc olympique de Barra,Área Comum do Parque Olímpico da Barra,Espacio Común del Parque Olímpico de Barra,,
RHQ,RHQ,,N,Rio 2016 Office,Bureau de Rio 2016,Escritório Rio 2016,Oficina Rio 2016,Rio 2016 Office,Bureau de Rio 2016,Escritório Rio 2016,Oficina Rio 2016,,
RID,RID,,N,Riocentro Common Domain,Zone publique Riocentro,Área Comum do Riocentro,Espacio Común Riocentro,Riocentro Common Domain,Zone publique de Riocentro,Área Comum do Riocentro,Espacio Común de Riocentro,,
RO1,LAG,1,Y,Lagoa Stadium - Rowing,Stade de Lagoa - Aviron,Estádio da Lagoa - Remo,Estadio de Lagoa - Remo,Lagoa Stadium - Rowing,Stade de Lagoa - Aviron,Estádio da Lagoa - Remo,Estadio de Lagoa - Remo,LAGRO1,
ROA,ROA,,Y,Rio Olympic Arena,Arène Olympique de Rio,Arena Olímpica do Rio,Arena Olímpica de Río,Rio Olympic Arena,Arène Olympique de Rio,Arena Olímpica do Rio,Arena Olímpica de Río,,
ROV,ROV,,Y,Rio Olympic Velodrome,Vélodrome Olympique de Rio,Velódromo Olímpico do Rio,Velódromo Olímpico de Río,Rio Olympic Velodrome,Vélodrome Olympique de Rio,Velódromo Olímpico do Rio,Velódromo Olímpico de Río,ROVCT1,
RU1,DES,1,Y,Deodoro Stadium - Rugby Sevens,Stade de Deodoro - Rugby à 7,Estádio de Deodoro-Rugby de 7,Estadio de Deodoro - Rugby,Deodoro Stadium - Rugby Sevens,Stade de Deodoro - Rugby à 7,Estádio de Deodoro - Rugby de 7,Estadio de Deodoro - Rugby a siete,DESRU1,
RU2,FUR,,N,Federal University of Rio - RU,Uni de Rio de Janeiro -rugby,Federal University of Rio - RU,Federal University of Rio - RU,Federal University of Rio - Rugby,Université fédérale de Rio de Janeiro - rugby,Federal University of Rio - Rugby,Federal University of Rio - Rugby,,
RU3,AFC,,N,Air Force Club - Rugby,Club aéronautique - rugby,Air Force Club - Rugby,Air Force Club - Rugby,Air Force Club - Rugby,Club aéronautique - rugby,Air Force Club - Rugby,Air Force Club - Rugby,,
RU4,BVO,,N,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,Brasil Vale Ouro,,
SA1,GLO,1,Y,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,Pão de Açúcar,GLOSA1,
SA2,GLO,2,Y,Ponte,Ponte,Ponte,Ponte,Ponte,Ponte,Ponte,Ponte,GLOSA1,
SA3,GLO,3,Y,Escola Naval,Escola Naval,Escola Naval,Escola Naval,Escola Naval,Escola Naval,Escola Naval,Escola Naval,GLOSA1,
SA4,GLO,4,Y,Copacabana,Copacabana,Copacabana,Copacabana,Copacabana,Copacabana,Copacabana,Copacabana,GLOSA1,
SA5,GLO,5,Y,Niterói,Niterói,Niterói,Niterói,Niterói,Niterói,Niterói,Niterói,GLOSA1,
SA6,GLO,6,Y,Pai,Pai,Pai,Pai,Pai,Pai,Pai,Pai,GLOSA1,
SA7,GLO,7,Y,Aeroporto,Aeroporto,Aeroporto,Aeroporto,Aeroporto,Aeroporto,Aeroporto,Aeroporto,GLOSA1,
SBD,SBD,,Y,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,Sambódromo,,
SDU,SDU,,N,Santos Dumont Airport,Aéroport Santos Dumont,Aeroporto Santos Dumont,Aeropuerto Santos Dumont,Santos Dumont Domestic Airport,Aéroport national Santos Dumont,Aeroporto Doméstico Santos Dumont,Aeropuerto Doméstico Santos Dumont,,
SH1,OSC,1,Y,Olympic Shooting - Final Range,Ctr Olympique de Tir - Finales,Centro Olímpico de Tiro-Finais,Centro Olímpico de Tiro-Final,Olympic Shooting Centre-Pistol & Rifle Final Range,Ctr. Olympique de Tir - Finales pistolet et rifle,Centro Olímpico de Tiro - Estande de Finais,Centro Olímpico de Tiro-Pistola/Rifle Campo Final,OSCSH1,
SH2,OSC,2,Y,Olympic Shooting - 10m Range,Centre Olympique de Tir - 10m,Centro Olímpico de Tiro - 10m,Centro Olímpico de Tiro-10m,Olympic Shooting Centre - Pistol & Rifle 10m Range,Centre Olympique de Tir - 10m pistolet et rifle,Centro Olímpico de Tiro - Estande de 10m,Centro Olímpico de Tiro - Pistola/Rifle Campo 10m,OSCSH1,
SH3,OSC,3,Y,Olympic Shooting - 25m Range,Centre Olympique de Tir - 25m,Centro Olímpico de Tiro - 25m,Centro Olímpico de Tiro-25m,Olympic Shooting Centre - Pistol & Rifle 25m Range,Centre Olympique de Tir - 25m pistolet et rifle,Centro Olímpico de Tiro - Estande de 25m,Centro Olímpico de Tiro - Pistola/Rifle Campo 25m,OSCSH1,
SH4,OSC,4,Y,Olympic Shooting - 50m Range,Centre Olympique de Tir - 50m,Centro Olímpico de Tiro - 50m,Centro Olímpico de Tiro-50m,Olympic Shooting Centre - Pistol & Rifle 50m Range,Centre Olympique de Tir - 50m pistolet et rifle,Centro Olímpico de Tiro - Estande de 50m,Centro Olímpico de Tiro - Pistola/Rifle Campo 50m,OSCSH1,
SH5,OSC,5,Y,Olympic Shooting - Shotgun B,Centre Olympique de Tir - prél,Centro Olímpico de Tiro - Qual,Ctro Olímpico de Tiro-Campo B,Olympic Shooting Centre-Shotgun Preliminary RangeB,Ctr Olympique de Tir - Stand de tir au fusil prél.,Centro Olímpico de Tiro - Pedana B,Centro Olímpico de Tiro - Campo prelim. escopeta B,OSCSH1,
SH6,OSC,6,Y,Olympic Shooting-Shotgun Range,Centre Olympique de Tir - prél,Centro Olímpico de Tiro-Pedana,Ctro Olímpico de Tiro-Prelim.,Olympic Shooting Centre - Shotgun Range,Ctr Olympique de Tir - Stand de tir au fusil prél.,Centro Olímpico de Tiro - Pedana,Centro Olímpico de Tiro - Campo prelim. escopeta,OSCSH1,
SH7,OSC,7,Y,Olympic Shooting-Shotgun Final,Ctr Olympique de Tir - Finales,Centro Olímpico de Tiro-Finais,Ctro Olímpico de Tiro-Finales,Olympic Shooting Centre - Shotgun Finals Range,Centre Olympique de Tir - Stand finales fusil,Centro Olímpico de Tiro - Estande de Finais,Centro Olímpico de Tiro - Campo finales escopeta,OSCSH1,
SPA,SPA,,Y,Corinthians Arena,Stade des Corinthians,Arena Corinthians,Arena Corinthians,Corinthians Arena,Stade des Corinthians,Arena Corinthians,Arena Corinthians,SPAFB1,
SSA,SSA,,N,Salvador Intl Airport,Aéroport inter. Salvador,Aeroporto Intl Salvador,Aeropuerto Int. Salvador,Salvador International Airport,Aéroport international de Salvador,Aeroporto Internacional de Salvador,Aeropuerto Internacional de Salvador,,
SVN,SVN,,N,SESC Venda Nova-BH,SESC Venda Nova (BH),SESC Venda Nova-BH,SESC Venda Nova-BH,SESC Venda Nova (Belo Horizonte),SESC Venda Nova (Belo Horizonte),SESC Venda Nova (Belo Horizonte),SESC Venda Nova (Belo Horizonte),,
SW1,OAS,1,Y,Olympic Aquatics Stadium - SW,Stade Aquatique Olympique - SW,Estádio Aquático Olímpico - SW,Estadio Acuático Olímpico - SW,Olympic Aquatics Stadium - Swimming,Stade Aquatique Olympique - Natation,Estádio Aquático Olímpico - Natação,Estadio Acuático Olímpico - Natación,OASSW1,
SW2,OVP,,N,Athletes' Park - Swimming,Parc des athletes - natation,Athletes' Park - Swimming,Athletes' Park - Swimming,Athletes' Park - Swimming,Parc des athletes - natation,Athletes' Park - Swimming,Athletes' Park - Swimming,,
SY1,AQC,1,Y,Maria Lenk Aquatics - Synchro,Ctr Aquatique Maria Lenk -Sync,Ctr Aquático Maria Lenk-sincro,Centro Acuático Maria Lenk-SY,Maria Lenk Aquatics Centre - Synchro swimming pool,Centre Aquatique Maria Lenk - Natation synchronisé,Centro Aquático Maria Lenk - Nado sincronizado,Centro Acuático Maria Lenk - Piscina Nado sincro.,AQCSY1,
SY2,FUR,,N,Federal University of Rio - SY,Uni de Rio de Janeiro -synchro,Federal University of Rio - SY,Federal University of Rio - SY,Federal University of Rio - Synchronised Swimming,Université fédérale de Rio de Janeiro - synchro,Federal University of Rio - Synchronised Swimming,Federal University of Rio - Synchronised Swimming,,
T00,OTN,1,Y,Olympic Tennis Centre - CC,Ctr Olympique de Tennis - Ctr,Ctr. Olímpico de Tênis-Qdr Ctr,Ctro Olímpico de Tenis-Central,Olympic Tennis Centre - Centre Court,Centre Olympique de Tennis - Court central,Centro Olímpico de Tênis - Quadra Central,Centro Olímpico de Tenis - Cancha central,OTNTE1,
T01,OTN,2,Y,Olympic Tennis Centre-Court 1,Ctr Olympique de Tennis - Crt1,Centro Olímpico de Tênis-Qdr 1,Ctro Olímpico de Tenis-Canc. 1,Olympic Tennis Centre - Court 1,Centre Olympique de Tennis - Court nº1,Centro Olímpico de Tênis - Quadra 1,Centro Olímpico de Tenis - Cancha 1,OTNTE1,
T02,OTN,3,Y,Olympic Tennis Centre-Court 2,Ctr Olympique de Tennis - Crt2,Centro Olímpico de Tênis-Qdr 2,Ctro Olímpico de Tenis-Canc. 2,Olympic Tennis Centre - Court 2,Centre Olympique de Tennis - Court nº2,Centro Olímpico de Tênis - Quadra 2,Centro Olímpico de Tenis - Cancha 2,OTNTE1,
T03,OTN,4,Y,Olympic Tennis Centre-Court 3,Ctr Olympique de Tennis - Crt3,Centro Olímpico de Tênis-Qdr 3,Ctro Olímpico de Tenis-Canc. 3,Olympic Tennis Centre - Court 3,Centre Olympique de Tennis - Court nº3,Centro Olímpico de Tênis - Quadra 3,Centro Olímpico de Tenis - Cancha 3,OTNTE1,
T04,OTN,5,Y,Olympic Tennis Centre-Court 4,Ctr Olympique de Tennis - Crt4,Centro Olímpico de Tênis-Qdr 4,Ctro Olímpico de Tenis-Canc. 4,Olympic Tennis Centre - Court 4,Centre Olympique de Tennis - Court nº4,Centro Olímpico de Tênis - Quadra 4,Centro Olímpico de Tenis - Cancha 4,OTNTE1,
T05,OTN,6,Y,Olympic Tennis Centre-Court 5,Ctr Olympique de Tennis - Crt5,Centro Olímpico de Tênis-Qdr 5,Ctro Olímpico de Tenis-Canc. 5,Olympic Tennis Centre - Court 5,Centre Olympique de Tennis - Court nº5,Centro Olímpico de Tênis - Quadra 5,Centro Olímpico de Tenis - Cancha 5,OTNTE1,
T06,OTN,7,Y,Olympic Tennis Centre-Court 6,Ctr Olympique de Tennis - Crt6,Centro Olímpico de Tênis-Qdr 6,Ctro Olímpico de Tenis-Canc. 6,Olympic Tennis Centre - Court 6,Centre Olympique de Tennis - Court nº6,Centro Olímpico de Tênis - Quadra 6,Centro Olímpico de Tenis - Cancha 6,OTNTE1,
T07,OTN,8,Y,Olympic Tennis Centre-Court 7,Ctr Olympique de Tennis - Crt7,Centro Olímpico de Tênis-Qdr 7,Ctro Olímpico de Tenis-Canc. 7,Olympic Tennis Centre - Court 7,Centre Olympique de Tennis - Court nº7,Centro Olímpico de Tênis - Quadra 7,Centro Olímpico de Tenis - Cancha 7,OTNTE1,
T08,OTN,9,Y,Olympic Tennis Centre-Court 8,Ctr Olympique de Tennis - Crt8,Centro Olímpico de Tênis-Qdr 8,Ctro Olímpico de Tenis-Canc. 8,Olympic Tennis Centre - Court 8,Centre Olympique de Tennis - Court nº8,Centro Olímpico de Tênis - Quadra 8,Centro Olímpico de Tenis - Cancha 8,OTNTE1,
T09,OTN,10,Y,Olympic Tennis Centre-Court 9,Ctr Olympique de Tennis - Crt9,Centro Olímpico de Tênis-Qdr 9,Ctro Olímpico de Tenis-Canc. 9,Olympic Tennis Centre - Court 9,Centre Olympique de Tennis - Court nº9,Centro Olímpico de Tênis - Quadra 9,Centro Olímpico de Tenis - Cancha 9,OTNTE1,
T10,OTN,11,Y,Olympic Tennis Centre-TBA,Ctr Olympique de Tennis - ND,Centro Olímpico de Tênis-TBA,Ctro Olímpico de Tenis-TBA,Olympic Tennis Centre - TBA,Centre Olympique de Tennis - ND,Centro Olímpico de Tênis - TBA,Centro Olímpico de Tenis - TBA,OTNTE1,
TK1,CA3,1,Y,Carioca Arena 3 - Taekwondo,Aréna Carioca 3 - Taekwondo,Arena Carioca 3 - Taekwondo,Arena Carioca 3 - Taekwondo,Carioca Arena 3 - Taekwondo,Aréna Carioca 3 - Taekwondo,Arena Carioca 3 - Taekwondo,Arena Carioca 3 - Taekwondo,CA3TK1,
TK2,RC5,,N,Riocentro - Pavilion 5 - TK,RC5 - taekwondo,Riocentro - Pavilion 5 - TK,Riocentro - Pavilion 5 - TK,Riocentro - Pavilion 5 - Taekwondo,Riocentro - pavilion 5 - taekwondo,Riocentro - Pavilion 5 - Taekwondo,Riocentro - Pavilion 5 - Taekwondo,,
TM3,TM3,,N,SESI Manaus Training Site,Site entrain. SESI Manaus,SESI Manaus Training Site,SESI Manaus Training Site,SESI Manaus Training Site,Site d'entrainement SESI Manaus,SESI Manaus Training Site,SESI Manaus Training Site,,
TOC,TOC,,N,Technology Ops Centre,Centre op. techniques,Centro de Ope Tecnologia,Ctro de Op. de Tecnología,Technology Operations Centre,Centre des opérations techniques,Centro de Operações de Tecnologia,Centro de Operaciones de Tecnología,,
TR1,FTC,1,Y,Fort Copacabana - Triathlon,Fort de Copacabana - Triathlon,Forte de Copacabana - Triatlo,Fuerte de Copacabana-Triatlón,Fort Copacabana - Triathlon,Fort de Copacabana - Triathlon,Forte de Copacabana - Triatlo,Fuerte de Copacabana - Triatlón,FTCTR1,
TR2,TR2,,N,Toca da Raposa,Toca da Raposa,Toca da Raposa,Toca da Raposa,Toca da Raposa,Toca da Raposa,Toca da Raposa,Toca da Raposa,,
TR3,AFC,,N,Air Force Club - Triathlon,Club aéronautique - triathlon,Air Force Club - Triathlon,Air Force Club - Triathlon,Air Force Club - Triathlon,Club aéronautique - triathlon,Air Force Club - Triathlon,Air Force Club - Triathlon,,
TR4,OVP,,N,Athletes' Park - Triathlon,Parc des athletes  - triathlon,Athletes' Park - Triathlon,Athletes' Park - Triathlon,Athletes' Park - Triathlon,Parc des athletes  - triathlon,Athletes' Park - Triathlon,Athletes' Park - Triathlon,,
TR5,AFU,,N,Air Force Univ. - Triathlon,Uni armée de l'air - triathlon,Air Force Univ. - Triathlon,Air Force Univ. - Triathlon,Air Force University - Triathlon,Université de l'armée de l'air - triathlon,Air Force University - Triathlon,Air Force University - Triathlon,,
TT1,RC3,1,Y,Riocentro - Pavilion 3-TT Tbl1,Riocentro - Pavillion 3-TT T1,Riocentro - Pavilhão 3 - TT M1,Riocentro-Pabellón 3-TT Mesa 1,Riocentro - Pavilion 3 - Table Tennis - Table 1,Riocentro - Pavillion 3 - Tennis de table-Table 1,Riocentro - Pavilhão 3 - Tênis de Mesa - Mesa 1,Riocentro - Pabellón 3 - Tenis de mesa - Mesa 1,RC3TT1,
TT2,RC3,2,Y,Riocentro - Pavilion 3-TT Tbl2,Riocentro - Pavillion 3-TT T2,Riocentro - Pavilhão 3 - TT M2,Riocentro-Pabellón 3-TT Mesa 2,Riocentro - Pavilion 3 - Table Tennis - Table 2,Riocentro - Pavillion 3 - Tennis de table-Table 2,Riocentro - Pavilhão 3 - Tênis de Mesa - Mesa 2,Riocentro - Pabellón 3 - Tenis de mesa - Mesa 2,RC3TT1,
TT3,RC3,3,Y,Riocentro - Pavilion 3-TT Tbl3,Riocentro - Pavillion 3-TT T3,Riocentro - Pavilhão 3 - TT M3,Riocentro-Pabellón 3-TT Mesa 3,Riocentro - Pavilion 3 - Table Tennis - Table 3,Riocentro - Pavillion 3 - Tennis de table-Table 3,Riocentro - Pavilhão 3 - Tênis de Mesa - Mesa 3,Riocentro - Pabellón 3 - Tenis de mesa - Mesa 3,RC3TT1,
TT4,RC3,4,Y,Riocentro - Pavilion 3-TT Tbl4,Riocentro - Pavillion 3-TT T4,Riocentro - Pavilhão 3 - TT M4,Riocentro-Pabellón 3-TT Mesa 4,Riocentro - Pavilion 3 - Table Tennis - Table 4,Riocentro - Pavillion 3 - Tennis de table-Table 4,Riocentro - Pavilhão 3 - Tênis de Mesa - Mesa 4,Riocentro - Pabellón 3 - Tenis de mesa - Mesa 4,RC3TT1,
UAC,UAC,,N,Uniform and ACR Ctr.,Ctre d'ACR et d'uniformes,Ctr. de Uniformes e ACR,Ctro Uniformes y ACR,Uniform and Accreditation Centre,Centre d'accréditation et d'uniformes,Centro de Uniformes e Credenciamento,Centro de Uniformes y Acreditación,,
VL1,OLV,,N,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,Plaza,,
VL2,OLV,,N,Residential Park,Parc résidentiel,Residential Park,Residential Park,Residential Park,Parc résidentiel,Residential Park,Residential Park,,
VL3,OLV,,N,Plaza and Residential Zone,Plaza et zone résidentielle,Plaza and Residential Zone,Plaza and Residential Zone,Plaza and Residential Zone,Plaza et zone résidentielle,Plaza and Residential Zone,Plaza and Residential Zone,,
VL4,OLV,,N,Residential Zone,Zone résidentielle,Residential Zone,Residential Zone,Residential Zone,Zone résidentielle,Residential Zone,Residential Zone,,
VO1,MNZ,1,Y,Maracanãzinho - Volleyball,Maracanãzinho - Volleyball,Maracanãzinho - Voleibol,Maracanãzinho - Voleibol,Maracanãzinho - Volleyball,Maracanãzinho - Volleyball,Maracanãzinho - Voleibol,Maracanãzinho - Voleibol,MNZVO1,
VO2,AFC,,N,Air Force Club - Volleyball,Club aéronautique - volleyball,Air Force Club - Volleyball,Air Force Club - Volleyball,Air Force Club - Volleyball,Club aéronautique - volleyball,Air Force Club - Volleyball,Air Force Club - Volleyball,,
VO3,AFU,,N,Air Force Univ. - Volleyball,Uni armée de l'air- volleyball,Air Force Univ. - Volleyball,Air Force Univ. - Volleyball,Air Force University - Volleyball,Université de l'armée de l'air - volleyball,Air Force University - Volleyball,Air Force University - Volleyball,,
VO4,PEC,,N,Physical Ed. Centre CEFAN - VO,Ctr d'édu physique (CEFAN) -VO,Physical Ed. Centre CEFAN - VO,Physical Ed. Centre CEFAN - VO,Physical Education Centre CEFAN - Volleyball,Centre d'éducation physique (CEFAN) - volleyball,Physical Education Centre CEFAN - Volleyball,Physical Education Centre CEFAN - Volleyball,,
WL1,RC2,1,Y,Riocentro - Pavilion 2 - WL,Riocentro - Pavillion 2 - WL,Riocentro - Pavilhão 2 - WL,Riocentro - Pabellón 2 - WL,Riocentro - Pavilion 2 - Weightlifting,Riocentro - Pavillion 2 - Haltérophilie,Riocentro - Pavilhão 2 - Levantamento de Peso,Riocentro - Pabellón 2 - Levantamiento de pesas,RC2WL1,
WL2,RC5,,N,Riocentro - Pavilion 5 - WL,RC5 - haltérophilie,Riocentro - Pavilion 5 - WL,Riocentro - Pavilion 5 - WL,Riocentro - Pavilion 5 - Weightlifting,Riocentro - pavilion 5 - haltérophilie,Riocentro - Pavilion 5 - Weightlifting,Riocentro - Pavilion 5 - Weightlifting,,
WP1,OAS,1,Y,Olympic Aquatics Stadium - WP,Stade Aquatique Olympique - WP,Estádio Aquático Olímpico - WP,Estadio Acuático Olímpico - WP,Olympic Aquatics Stadium - Water Polo,Stade Aquatique Olympique - Water-polo,Estádio Aquático Olímpico - Pólo Aquático,Estadio Acuático Olímpico - Polo acuático,OASWP1,
WP2,AQC,2,Y,Maria Lenk Aquatics - WP,Ctr Aquatique Maria Lenk - WP,Ctr Aquático Maria Lenk - WP,Centro Acuático Maria Lenk-WP,Maria Lenk Aquatics Centre - Water Polo,Centre Aquatique Maria Lenk - Water-polo,Centro Aquático Maria Lenk - Pólo Aquático,Centro Acuático Maria Lenk - Polo acuático,AQCWP1,
WP6,FUR,,N,Federal University of Rio - WP,Uni de Rio de Janeiro - WP,Federal University of Rio - WP,Federal University of Rio - WP,Federal University of Rio - Water Polo,Université fédérale de Rio de Janeiro - water Polo,Federal University of Rio - Water Polo,Federal University of Rio - Water Polo,,
WP7,AFU,,N,Air Force Univ. - Water Polo,Uni armée de l'air -water Polo,Air Force Univ. - Water Polo,Air Force Univ. - Water Polo,Air Force University - Water Polo,Université de l'armée de l'air - water Polo,Air Force University - Water Polo,Air Force University - Water Polo,,
WP8,PEC,,N,Physical Ed. Centre CEFAN - WP,Ctr d'édu physique (CEFAN) -WP,Physical Ed. Centre CEFAN - WP,Physical Ed. Centre CEFAN - WP,Physical Education Centre CEFAN - Water Polo,Centre d'éducation physique (CEFAN) - water Polo,Physical Education Centre CEFAN - Water Polo,Physical Education Centre CEFAN - Water Polo,,
WR2,OVP,,N,Athletes' Park - WR,Parc des athletes - lutte,Athletes' Park - WR,Athletes' Park - WR,Athletes' Park - Wrestling,Parc des athletes - lutte,Athletes' Park - Wrestling,Athletes' Park - Wrestling,,
WRA,CA2,1,Y,Carioca Arena 2 - WR Mat A,Aréna Carioca 2 - WR Tapis A,Arena Carioca 2 - WR Tatame A,Arena Carioca 2 - WR Tatami A,Carioca Arena 2 - Wrestling Mat A,Aréna Carioca 2 - Lutte Tapis A,Arena Carioca 2 - Luta Olímpica Tatame A,Arena Carioca 2 - Lucha Tatami A,CA2WR1,
WRB,CA2,2,Y,Carioca Arena 2 - WR Mat B,Aréna Carioca 2 - WR Tapis B,Arena Carioca 2 - WR Tatame B,Arena Carioca 2 - WR Tatami B,Carioca Arena 2 - Wrestling Mat B,Aréna Carioca 2 - Lutte Tapis B,Arena Carioca 2 - Luta Olímpica Tatame B,Arena Carioca 2 - Lucha Tatami B,CA2WR1,
WRC,CA2,3,Y,Carioca Arena 2 - WR Mat C,Aréna Carioca 2 - WR Tapis C,Arena Carioca 2 - WR Tatame C,Arena Carioca 2 - WR Tatami C,Carioca Arena 2 - Wrestling Mat C,Aréna Carioca 2 - Lutte Tapis C,Arena Carioca 2 - Luta Olímpica Tatame C,Arena Carioca 2 - Lucha Tatami C,CA2WR1,
