Discipline,Gender,Event,phase,type,ENG Description,POR Description,ENG longdescription,POR longdescription,ENG phase Description,POR phase Description
AT,M,112,9,3,Men's 100m - T12 Round 1,"100m rasos masc - T12, primeira fase",Men's 100m - T12 Round 1,"100m rasos masculino - T12, primeira fase",Round 1,Fase 1
AT,M,112,M,6,Men's 100m - T12 VC,"100m rasos masc - T12, cer. de premiação",Men's 100m - T12 Victory Ceremony,"100m rasos masculino - T12, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,112,N,7,Men's 100m - T12 Draw,"100m rasos masc - T12, sorteio",Men's 100m - T12 Draw,"100m rasos masculino - T12, sorteio",Draw,Sorteio
AT,M,113,0,8,Men's 100m - T13,100m rasos masc - T13,Men's 100m - T13,100m rasos masculino - T13,"",""
AT,M,113,1,3,Men's 100m - T13 Final,"100m rasos masc - T13, final",Men's 100m - T13 Final,"100m rasos masculino - T13, final",Final,Final
AT,M,113,2,3,Men's 100m - T13 Semifinals,"100m rasos masc - T13, semifinais",Men's 100m - T13 Semifinals,"100m rasos masculino - T13, semifinais",Semifinals,Semifinais
AT,M,113,9,3,Men's 100m - T13 Round 1,"100m rasos masc - T13, primeira fase",Men's 100m - T13 Round 1,"100m rasos masculino - T13, primeira fase",Round 1,Fase 1
AT,M,113,M,6,Men's 100m - T13 VC,"100m rasos masc - T13, cer. de premiação",Men's 100m - T13 Victory Ceremony,"100m rasos masculino - T13, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,113,N,7,Men's 100m - T13 Draw,"100m rasos masc - T13, sorteio",Men's 100m - T13 Draw,"100m rasos masculino - T13, sorteio",Draw,Sorteio
AT,M,134,0,8,Men's 100m - T34,100m rasos masc - T34,Men's 100m - T34,100m rasos masculino - T34,"",""
AT,M,134,1,3,Men's 100m - T34 Final,"100m rasos masc - T34, final",Men's 100m - T34 Final,"100m rasos masculino - T34, final",Final,Final
AT,M,134,2,3,Men's 100m - T34 Semifinals,"100m rasos masc - T34, semifinais",Men's 100m - T34 Semifinals,"100m rasos masculino - T34, semifinais",Semifinals,Semifinais
AT,M,134,9,3,Men's 100m - T34 Round 1,"100m rasos masc - T34, primeira fase",Men's 100m - T34 Round 1,"100m rasos masculino - T34, primeira fase",Round 1,Fase 1
AT,M,134,M,6,Men's 100m - T34 VC,"100m rasos masc - T34, cer. de premiação",Men's 100m - T34 Victory Ceremony,"100m rasos masculino - T34, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,134,N,7,Men's 100m - T34 Draw,"100m rasos masc - T34, sorteio",Men's 100m - T34 Draw,"100m rasos masculino - T34, sorteio",Draw,Sorteio
AT,M,135,0,8,Men's 100m - T35,100m rasos masc - T35,Men's 100m - T35,100m rasos masculino - T35,"",""
AT,M,135,1,3,Men's 100m - T35 Final,"100m rasos masc - T35, final",Men's 100m - T35 Final,"100m rasos masculino - T35, final",Final,Final
AT,M,135,2,3,Men's 100m - T35 Semifinals,"100m rasos masc - T35, semifinais",Men's 100m - T35 Semifinals,"100m rasos masculino - T35, semifinais",Semifinals,Semifinais
AT,M,135,9,3,Men's 100m - T35 Round 1,"100m rasos masc - T35, primeira fase",Men's 100m - T35 Round 1,"100m rasos masculino - T35, primeira fase",Round 1,Fase 1
AT,M,135,M,6,Men's 100m - T35 VC,"100m rasos masc - T35, cer. de premiação",Men's 100m - T35 Victory Ceremony,"100m rasos masculino - T35, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,135,N,7,Men's 100m - T35 Draw,"100m rasos masc - T35, sorteio",Men's 100m - T35 Draw,"100m rasos masculino - T35, sorteio",Draw,Sorteio
AT,M,136,0,8,Men's 100m - T36,100m rasos masc - T36,Men's 100m - T36,100m rasos masculino - T36,"",""
AT,M,136,1,3,Men's 100m - T36 Final,"100m rasos masc - T36, final",Men's 100m - T36 Final,"100m rasos masculino - T36, final",Final,Final
AT,M,136,2,3,Men's 100m - T36 Semifinals,"100m rasos masc - T36, semifinais",Men's 100m - T36 Semifinals,"100m rasos masculino - T36, semifinais",Semifinals,Semifinais
AT,M,136,9,3,Men's 100m - T36 Round 1,"100m rasos masc - T36, primeira fase",Men's 100m - T36 Round 1,"100m rasos masculino - T36, primeira fase",Round 1,Fase 1
AT,M,136,M,6,Men's 100m - T36 VC,"100m rasos masc - T36, cer. de premiação",Men's 100m - T36 Victory Ceremony,"100m rasos masculino - T36, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,136,N,7,Men's 100m - T36 Draw,"100m rasos masc - T36, sorteio",Men's 100m - T36 Draw,"100m rasos masculino - T36, sorteio",Draw,Sorteio
AT,M,137,0,8,Men's 100m - T37,100m rasos masc - T37,Men's 100m - T37,100m rasos masculino - T37,"",""
AT,M,137,1,3,Men's 100m - T37 Final,"100m rasos masc - T37, final",Men's 100m - T37 Final,"100m rasos masculino - T37, final",Final,Final
AT,M,137,2,3,Men's 100m - T37 Semifinals,"100m rasos masc - T37, semifinais",Men's 100m - T37 Semifinals,"100m rasos masculino - T37, semifinais",Semifinals,Semifinais
AT,M,137,9,3,Men's 100m - T37 Round 1,"100m rasos masc - T37, primeira fase",Men's 100m - T37 Round 1,"100m rasos masculino - T37, primeira fase",Round 1,Fase 1
AT,M,137,M,6,Men's 100m - T37 VC,"100m rasos masc - T37, cer. de premiação",Men's 100m - T37 Victory Ceremony,"100m rasos masculino - T37, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,137,N,7,Men's 100m - T37 Draw,"100m rasos masc - T37, sorteio",Men's 100m - T37 Draw,"100m rasos masculino - T37, sorteio",Draw,Sorteio
AT,M,138,0,8,Men's 100m - T38,100m rasos masc - T38,Men's 100m - T38,100m rasos masculino - T38,"",""
AT,M,138,1,3,Men's 100m - T38 Final,"100m rasos masc - T38, final",Men's 100m - T38 Final,"100m rasos masculino - T38, final",Final,Final
AT,M,138,2,3,Men's 100m - T38 Semifinals,"100m rasos masc - T38, semifinais",Men's 100m - T38 Semifinals,"100m rasos masculino - T38, semifinais",Semifinals,Semifinais
AT,M,138,9,3,Men's 100m - T38 Round 1,"100m rasos masc - T38, primeira fase",Men's 100m - T38 Round 1,"100m rasos masculino - T38, primeira fase",Round 1,Fase 1
AT,M,138,M,6,Men's 100m - T38 VC,"100m rasos masc - T38, cer. de premiação",Men's 100m - T38 Victory Ceremony,"100m rasos masculino - T38, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,138,N,7,Men's 100m - T38 Draw,"100m rasos masc - T38, sorteio",Men's 100m - T38 Draw,"100m rasos masculino - T38, sorteio",Draw,Sorteio
AT,M,140,0,8,Men's 100m - T44,100m rasos masc - T44,Men's 100m - T44,100m rasos masculino - T44,"",""
AT,M,140,1,3,Men's 100m - T44 Final,"100m rasos masc - T44, final",Men's 100m - T44 Final,"100m rasos masculino - T44, final",Final,Final
AT,M,140,2,3,Men's 100m - T44 Semifinals,"100m rasos masc - T44, semifinais",Men's 100m - T44 Semifinals,"100m rasos masculino - T44, semifinais",Semifinals,Semifinais
AT,M,140,9,3,Men's 100m - T44 Round 1,"100m rasos masc - T44, primeira fase",Men's 100m - T44 Round 1,"100m rasos masculino - T44, primeira fase",Round 1,Fase 1
AT,M,140,M,6,Men's 100m - T44 VC,"100m rasos masc - T44, cer. de premiação",Men's 100m - T44 Victory Ceremony,"100m rasos masculino - T44, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,140,N,7,Men's 100m - T44 Draw,"100m rasos masc - T44, sorteio",Men's 100m - T44 Draw,"100m rasos masculino - T44, sorteio",Draw,Sorteio
AT,M,141,0,8,Men's 100m - T46,100m rasos masc - T46,Men's 100m - T46,100m rasos masculino - T46,"",""
AT,M,141,1,3,Men's 100m - T46 Final,"100m rasos masc - T46, final",Men's 100m - T46 Final,"100m rasos masculino - T46, final",Final,Final
AT,M,141,2,3,Men's 100m - T46 Semifinals,"100m rasos masc - T46, semifinais",Men's 100m - T46 Semifinals,"100m rasos masculino - T46, semifinais",Semifinals,Semifinais
AT,M,141,9,3,Men's 100m - T46 Round 1,"100m rasos masc - T46, primeira fase",Men's 100m - T46 Round 1,"100m rasos masculino - T46, primeira fase",Round 1,Fase 1
AT,M,141,M,6,Men's 100m - T46 VC,"100m rasos masc - T46, cer. de premiação",Men's 100m - T46 Victory Ceremony,"100m rasos masculino - T46, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,141,N,7,Men's 100m - T46 Draw,"100m rasos masc - T46, sorteio",Men's 100m - T46 Draw,"100m rasos masculino - T46, sorteio",Draw,Sorteio
AT,M,142,0,8,Men's 100m - T42,100m rasos masc - T42,Men's 100m - T42,100m rasos masculino - T42,"",""
AT,M,142,1,3,Men's 100m - T42 Final,"100m rasos masc - T42, final",Men's 100m - T42 Final,"100m rasos masculino - T42, final",Final,Final
AT,M,142,2,3,Men's 100m - T42 Semifinals,"100m rasos masc - T42, semifinais",Men's 100m - T42 Semifinals,"100m rasos masculino - T42, semifinais",Semifinals,Semifinais
AT,M,142,9,3,Men's 100m - T42 Round 1,"100m rasos masc - T42, primeira fase",Men's 100m - T42 Round 1,"100m rasos masculino - T42, primeira fase",Round 1,Fase 1
AT,M,142,M,6,Men's 100m - T42 VC,"100m rasos masc - T42, cer. de premiação",Men's 100m - T42 Victory Ceremony,"100m rasos masculino - T42, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,142,N,7,Men's 100m - T42 Draw,"100m rasos masc - T42, sorteio",Men's 100m - T42 Draw,"100m rasos masculino - T42, sorteio",Draw,Sorteio
AT,M,150,0,8,Men's 100m - T52,100m rasos masc - T52,Men's 100m - T52,100m rasos masculino - T52,"",""
AT,M,150,1,3,Men's 100m - T52 Final,"100m rasos masc - T52, final",Men's 100m - T52 Final,"100m rasos masculino - T52, final",Final,Final
AT,M,150,2,3,Men's 100m - T52 Semifinals,"100m rasos masc - T52, semifinais",Men's 100m - T52 Semifinals,"100m rasos masculino - T52, semifinais",Semifinals,Semifinais
AT,M,150,9,3,Men's 100m - T52 Round 1,"100m rasos masc - T52, primeira fase",Men's 100m - T52 Round 1,"100m rasos masculino - T52, primeira fase",Round 1,Fase 1
AT,M,150,M,6,Men's 100m - T52 VC,"100m rasos masc - T52, cer. de premiação",Men's 100m - T52 Victory Ceremony,"100m rasos masculino - T52, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,150,N,7,Men's 100m - T52 Draw,"100m rasos masc - T52, sorteio",Men's 100m - T52 Draw,"100m rasos masculino - T52, sorteio",Draw,Sorteio
AT,M,151,0,8,Men's 100m - T51,100m rasos masc - T51,Men's 100m - T51,100m rasos masculino - T51,"",""
AT,M,151,1,3,Men's 100m - T51 Final,"100m rasos masc - T51, final",Men's 100m - T51 Final,"100m rasos masculino - T51, final",Final,Final
AT,M,151,2,3,Men's 100m - T51 Semifinals,"100m rasos masc - T51, semifinais",Men's 100m - T51 Semifinals,"100m rasos masculino - T51, semifinais",Semifinals,Semifinais
AT,M,151,9,3,Men's 100m - T51 Round 1,"100m rasos masc - T51, primeira fase",Men's 100m - T51 Round 1,"100m rasos masculino - T51, primeira fase",Round 1,Fase 1
AT,M,151,M,6,Men's 100m - T51 VC,"100m rasos masc - T51, cer. de premiação",Men's 100m - T51 Victory Ceremony,"100m rasos masculino - T51, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,151,N,7,Men's 100m - T51 Draw,"100m rasos masc - T51, sorteio",Men's 100m - T51 Draw,"100m rasos masculino - T51, sorteio",Draw,Sorteio
AT,M,153,0,8,Men's 100m - T53,100m rasos masc - T53,Men's 100m - T53,100m rasos masculino - T53,"",""
AT,M,153,1,3,Men's 100m - T53 Final,"100m rasos masc - T53, final",Men's 100m - T53 Final,"100m rasos masculino - T53, final",Final,Final
AT,M,153,2,3,Men's 100m - T53 Semifinals,"100m rasos masc - T53, semifinais",Men's 100m - T53 Semifinals,"100m rasos masculino - T53, semifinais",Semifinals,Semifinais
AT,M,153,9,3,Men's 100m - T53 Round 1,"100m rasos masc - T53, primeira fase",Men's 100m - T53 Round 1,"100m rasos masculino - T53, primeira fase",Round 1,Fase 1
AT,M,153,M,6,Men's 100m - T53 VC,"100m rasos masc - T53, cer. de premiação",Men's 100m - T53 Victory Ceremony,"100m rasos masculino - T53, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,153,N,7,Men's 100m - T53 Draw,"100m rasos masc - T53, sorteio",Men's 100m - T53 Draw,"100m rasos masculino - T53, sorteio",Draw,Sorteio
AT,M,154,0,8,Men's 100m - T54,100m rasos masc - T54,Men's 100m - T54,100m rasos masculino - T54,"",""
AT,M,154,1,3,Men's 100m - T54 Final,"100m rasos masc - T54, final",Men's 100m - T54 Final,"100m rasos masculino - T54, final",Final,Final
AT,M,154,2,3,Men's 100m - T54 Semifinals,"100m rasos masc - T54, semifinais",Men's 100m - T54 Semifinals,"100m rasos masculino - T54, semifinais",Semifinals,Semifinais
AT,M,154,9,3,Men's 100m - T54 Round 1,"100m rasos masc - T54, primeira fase",Men's 100m - T54 Round 1,"100m rasos masculino - T54, primeira fase",Round 1,Fase 1
AT,M,154,M,6,Men's 100m - T54 VC,"100m rasos masc - T54, cer. de premiação",Men's 100m - T54 Victory Ceremony,"100m rasos masculino - T54, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,154,N,7,Men's 100m - T54 Draw,"100m rasos masc - T54, sorteio",Men's 100m - T54 Draw,"100m rasos masculino - T54, sorteio",Draw,Sorteio
AT,M,211,0,8,Men's 200m - T11,200m rasos masc - T11,Men's 200m - T11,200m rasos masculino - T11,"",""
AT,M,211,1,3,Men's 200m - T11 Final,"200m rasos masc - T11, final",Men's 200m - T11 Final,"200m rasos masculino - T11, final",Final,Final
AT,M,211,2,3,Men's 200m - T11 Semifinals,"200m rasos masc - T11, semifinais",Men's 200m - T11 Semifinals,"200m rasos masculino - T11, semifinais",Semifinals,Semifinais
AT,M,211,9,3,Men's 200m - T11 Round 1,"200m rasos masc - T11, primeira fase",Men's 200m - T11 Round 1,"200m rasos masculino - T11, primeira fase",Round 1,Fase 1
AT,M,211,M,6,Men's 200m - T11 VC,"200m rasos masc - T11, cer. de premiação",Men's 200m - T11 Victory Ceremony,"200m rasos masculino - T11, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,211,N,7,Men's 200m - T11 Draw,"200m rasos masc - T11, sorteio",Men's 200m - T11 Draw,"200m rasos masculino - T11, sorteio",Draw,Sorteio
AT,M,212,0,8,Men's 200m - T12,200m rasos masc - T12,Men's 200m - T12,200m rasos masculino - T12,"",""
AT,M,212,1,3,Men's 200m - T12 Final,"200m rasos masc - T12, final",Men's 200m - T12 Final,"200m rasos masculino - T12, final",Final,Final
AT,M,212,2,3,Men's 200m - T12 Semifinals,"200m rasos masc - T12, semifinais",Men's 200m - T12 Semifinals,"200m rasos masculino - T12, semifinais",Semifinals,Semifinais
AT,M,212,9,3,Men's 200m - T12 Round 1,"200m rasos masc - T12, primeira fase",Men's 200m - T12 Round 1,"200m rasos masculino - T12, primeira fase",Round 1,Fase 1
AT,M,212,M,6,Men's 200m - T12 VC,"200m rasos masc - T12, cer. de premiação",Men's 200m - T12 Victory Ceremony,"200m rasos masculino - T12, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,212,N,7,Men's 200m - T12 Draw,"200m rasos masc - T12, sorteio",Men's 200m - T12 Draw,"200m rasos masculino - T12, sorteio",Draw,Sorteio
AT,M,213,0,8,Men's 200m - T13,200m rasos masc - T13,Men's 200m - T13,200m rasos masculino - T13,"",""
AT,M,213,1,3,Men's 200m - T13 Final,"200m rasos masc - T13, final",Men's 200m - T13 Final,"200m rasos masculino - T13, final",Final,Final
AT,M,213,2,3,Men's 200m - T13 Semifinals,"200m rasos masc - T13, semifinais",Men's 200m - T13 Semifinals,"200m rasos masculino - T13, semifinais",Semifinals,Semifinais
AT,M,213,9,3,Men's 200m - T13 Round 1,"200m rasos masc - T13, primeira fase",Men's 200m - T13 Round 1,"200m rasos masculino - T13, primeira fase",Round 1,Fase 1
AT,M,213,M,6,Men's 200m - T13 VC,"200m rasos masc - T13, cer. de premiação",Men's 200m - T13 Victory Ceremony,"200m rasos masculino - T13, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,213,N,7,Men's 200m - T13 Draw,"200m rasos masc - T13, sorteio",Men's 200m - T13 Draw,"200m rasos masculino - T13, sorteio",Draw,Sorteio
AT,M,230,0,8,Men's 200m - T36,200m rasos masc - T36,Men's 200m - T36,200m rasos masculino - T36,"",""
AT,M,230,1,3,Men's 200m - T36 Final,"200m rasos masc - T36, final",Men's 200m - T36 Final,"200m rasos masculino - T36, final",Final,Final
AT,M,230,2,3,Men's 200m - T36 Semifinals,"200m rasos masc - T36, semifinais",Men's 200m - T36 Semifinals,"200m rasos masculino - T36, semifinais",Semifinals,Semifinais
AT,M,230,9,3,Men's 200m - T36 Round 1,"200m rasos masc - T36, primeira fase",Men's 200m - T36 Round 1,"200m rasos masculino - T36, primeira fase",Round 1,Fase 1
AT,M,230,M,6,Men's 200m - T36 VC,"200m rasos masc - T36, cer. de premiação",Men's 200m - T36 Victory Ceremony,"200m rasos masculino - T36, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,230,N,7,Men's 200m - T36 Draw,"200m rasos masc - T36, sorteio",Men's 200m - T36 Draw,"200m rasos masculino - T36, sorteio",Draw,Sorteio
AT,M,234,0,8,Men's 200m - T34,200m rasos masc - T34,Men's 200m - T34,200m rasos masculino - T34,"",""
AT,M,234,1,3,Men's 200m - T34 Final,"200m rasos masc - T34, final",Men's 200m - T34 Final,"200m rasos masculino - T34, final",Final,Final
AT,M,234,2,3,Men's 200m - T34 Semifinals,"200m rasos masc - T34, semifinais",Men's 200m - T34 Semifinals,"200m rasos masculino - T34, semifinais",Semifinals,Semifinais
AT,M,234,9,3,Men's 200m - T34 Round 1,"200m rasos masc - T34, primeira fase",Men's 200m - T34 Round 1,"200m rasos masculino - T34, primeira fase",Round 1,Fase 1
AT,M,234,M,6,Men's 200m - T34 VC,"200m rasos masc - T34, cer. de premiação",Men's 200m - T34 Victory Ceremony,"200m rasos masculino - T34, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,234,N,7,Men's 200m - T34 Draw,"200m rasos masc - T34, sorteio",Men's 200m - T34 Draw,"200m rasos masculino - T34, sorteio",Draw,Sorteio
AT,M,235,0,8,Men's 200m - T35,200m rasos masc - T35,Men's 200m - T35,200m rasos masculino - T35,"",""
AT,M,235,1,3,Men's 200m - T35 Final,"200m rasos masc - T35, final",Men's 200m - T35 Final,"200m rasos masculino - T35, final",Final,Final
AT,M,235,2,3,Men's 200m - T35 Semifinals,"200m rasos masc - T35, semifinais",Men's 200m - T35 Semifinals,"200m rasos masculino - T35, semifinais",Semifinals,Semifinais
