Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
JU,W,057,2,50,Women -57 kg Contests for Bronze Medal,"-57 kg - femmes, combats bronze","Até 57kg feminino, disputa pelo bronze",Women -57 kg Contests for Bronze Medal,"-57 kg - femmes, combats pour la médaille de bronze","Até 57kg feminino, disputa pela medalha de bronze",Phase,14,N,0,NONE,N,N,Contests for Bronze Medal,Combats pour la médaille de bronze,Disputa pela medalha de bronze
JU,W,057,2,51,Women -57 kg Contest for Bronze Medal A,"-57 kg - femmes, combat bronze A","Até 57kg feminino, disputa pelo bronze A",Women -57 kg Contest for Bronze Medal A,"-57 kg - femmes, combat pour la médaille de bronze A","Até 57kg feminino, disputa pela medalha de bronze A",EventUnit,15,Y,2,HATH,N,Y,Contest for Bronze Medal A,Combat pour la médaille de bronze A,Disputa pela medalha de bronze A
JU,W,057,2,52,Women -57 kg Contest for Bronze Medal B,"-57 kg - femmes, combat bronze B","Até 57kg feminino, disputa pelo bronze B",Women -57 kg Contest for Bronze Medal B,"-57 kg - femmes, combat pour la médaille de bronze B","Até 57kg feminino, disputa pela medalha de bronze B",EventUnit,15,Y,2,HATH,N,Y,Contest for Bronze Medal B,Combat pour la médaille de bronze B,Disputa pela medalha de bronze B
JU,W,057,3,00,Women -57 kg Quarterfinals / Repechage,"-57 kg - f, 1/4 finale / repêchage","Até 57kg feminino, 1/4 / repescagem",Women -57 kg Quarterfinals / Repechage,"-57 kg - femmes, quarts de finale / repêchage","Até 57kg feminino, quartas de final / repescagem",Phase,14,N,0,NONE,N,N,Quarterfinals / Repechage,Quarts de finale / repêchage,Quartas de Final / repescagem
JU,W,057,3,01,Women -57 kg Quarterfinal,"-57 kg - femmes, éliminatoire","Até 57kg feminino, quartas de final",Women -57 kg Quarterfinal,"-57 kg - femmes, quart de finale","Até 57kg feminino, quartas de final",EventUnit,15,Y,0,HATH,N,Y,Quarterfinal,Quart de finale,Quartas de Final
JU,W,057,3,02,Women -57 kg Quarterfinal,"-57 kg - femmes, éliminatoire","Até 57kg feminino, quartas de final",Women -57 kg Quarterfinal,"-57 kg - femmes, quart de finale","Até 57kg feminino, quartas de final",EventUnit,15,Y,0,HATH,N,Y,Quarterfinal,Quart de finale,Quartas de Final
JU,W,057,3,03,Women -57 kg Quarterfinal,"-57 kg - femmes, éliminatoire","Até 57kg feminino, quartas de final",Women -57 kg Quarterfinal,"-57 kg - femmes, quart de finale","Até 57kg feminino, quartas de final",EventUnit,15,Y,0,HATH,N,Y,Quarterfinal,Quart de finale,Quartas de Final
JU,W,057,3,04,Women -57 kg Quarterfinal,"-57 kg - femmes, éliminatoire","Até 57kg feminino, quartas de final",Women -57 kg Quarterfinal,"-57 kg - femmes, quart de finale","Até 57kg feminino, quartas de final",EventUnit,15,Y,0,HATH,N,Y,Quarterfinal,Quart de finale,Quartas de Final
JU,W,057,3,50,Women -57 kg Repechage,"-57 kg - femmes, repêchage","Até 57kg feminino, repescagem",Women -57 kg Repechage,"-57 kg - femmes, repêchage","Até 57kg feminino, repescagem",Phase,14,N,0,NONE,N,N,Repechage,Repêchage,Repescagem
JU,W,057,3,51,Women -57 kg Repechage contest,"-57 kg - femmes, combat repêchage","Até 57kg feminino, disputa da repescagem",Women -57 kg Repechage contest,"-57 kg - femmes, combat de repêchage","Até 57kg feminino, disputa da repescagem",EventUnit,15,Y,0,HATH,N,Y,Repechage,Repêchage,Repescagem
JU,W,057,3,52,Women -57 kg Repechage contest,"-57 kg - femmes, combat repêchage","Até 57kg feminino, disputa da repescagem",Women -57 kg Repechage contest,"-57 kg - femmes, combat de repêchage","Até 57kg feminino, disputa da repescagem",EventUnit,15,Y,0,HATH,N,Y,Repechage,Repêchage,Repescagem
JU,W,057,4,00,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",Phase,14,N,0,NONE,N,N,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,01,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,02,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,03,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,04,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,05,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,06,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,07,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,4,08,Women -57 kg Elimination Round of 16,"-57 kg - fem., éliminatoire, 1/8 finale","Até 57kg fem, eliminatórias, 3a fase",Women -57 kg Elimination Round of 16,"-57 kg - femmes, éliminatoire, 1/8 de finale","Até 57kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,057,5,00,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",Phase,14,N,0,NONE,N,N,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,01,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,02,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,03,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,04,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,05,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,06,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,07,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,08,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,09,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,10,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,11,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,12,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,13,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,14,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,15,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,5,16,Women -57 kg Elimination Round of 32,"-57 kg - fem., éliminatoire, 1/16 finale","Até 57kg fem, eliminatórias, 2a fase",Women -57 kg Elimination Round of 32,"-57 kg - femmes, éliminatoire, 1/16 de finale","Até 57kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,057,6,00,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",Phase,14,N,0,NONE,N,N,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,01,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,02,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,03,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,04,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,05,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,06,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,07,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,08,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,09,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,10,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,11,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,12,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,13,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,057,6,14,Women -57 kg Elimination Round of 64,"-57 kg - fem., éliminatoire, 1/32 finale","Até 57kg fem, eliminatórias, 1a fase",Women -57 kg Elimination Round of 64,"-57 kg - femmes, éliminatoire, 1/32 de finale","Até 57kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
