Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
AR,M,072,1,02,Y,2,Men's Ind. Compound - Open Bronze Medal,"Arco composto masc - aberto, bronze",Men's Individual Compound - Open Bronze Medal,"Arco composto masculino - aberto, disputa pelo bronze",EventUnit,15,HATH,N,Y,Bronze Medal,Disputa pelo bronze
AR,M,072,2,00,N,0,Men's Ind. Compound - Open Semifinals,"Arco composto masc - aberto, semifinais",Men's Individual Compound - Open Semifinals,"Arco composto masculino - aberto, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
AR,M,072,2,01,Y,0,Men's Ind. Compound - Open Semifinal,"Arco composto masc - aberto, semifinal",Men's Individual Compound - Open Semifinal,"Arco composto masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,M,072,2,02,Y,0,Men's Ind. Compound - Open Semifinal,"Arco composto masc - aberto, semifinal",Men's Individual Compound - Open Semifinal,"Arco composto masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,M,072,3,00,N,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, 1/4 final",Men's Individual Compound - Open Quarterfinals,"Arco composto masculino - aberto, quartas de final",Phase,14,NONE,N,N,Quarterfinals,Quartas de final
AR,M,072,3,01,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, 1/4 final",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal,Quartas de final
AR,M,072,3,02,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, 1/4 final",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal,Quartas de final
AR,M,072,3,03,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, 1/4 final",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal,Quartas de final
AR,M,072,3,04,Y,0,Men's Ind. Compound - Open QF,"Arco composto masc - aberto, 1/4 final",Men's Individual Compound - Open Quarterfinal,"Arco composto masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal,Quartas de final
AR,M,072,4,00,N,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Eliminations,"Arco composto masculino - aberto, oitavas de final",Phase,14,NONE,N,N,1/8 Eliminations,Oitavas de final
AR,M,072,4,01,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 1,Oitavas de final
AR,M,072,4,02,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 2,Oitavas de final
AR,M,072,4,03,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 3,Oitavas de final
AR,M,072,4,04,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 4,Oitavas de final
AR,M,072,4,05,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 5,Oitavas de final
AR,M,072,4,06,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 6,Oitavas de final
AR,M,072,4,07,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 7,Oitavas de final
AR,M,072,4,08,Y,0,Men's Ind. Compound - Open 1/8 Elimin.,"Arco composto masc - aberto, 1/8 final",Men's Individual Compound - Open 1/8 Elimination,"Arco composto masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 8,Oitavas de final
AR,M,072,5,00,N,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Eliminations,"Arco composto masculino - aberto, primeira fase",Phase,14,NONE,N,N,1/16 Eliminations,Primeira fase
AR,M,072,5,01,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 1,Primeira fase
AR,M,072,5,02,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 2,Primeira fase
AR,M,072,5,03,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 3,Primeira fase
AR,M,072,5,04,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 4,Primeira fase
AR,M,072,5,05,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 5,Primeira fase
AR,M,072,5,06,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 6,Primeira fase
AR,M,072,5,07,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 7,Primeira fase
AR,M,072,5,08,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 8,Primeira fase
AR,M,072,5,09,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 9,Primeira fase
AR,M,072,5,10,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 10,Primeira fase
AR,M,072,5,11,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 11,Primeira fase
AR,M,072,5,12,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 12,Primeira fase
AR,M,072,5,13,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 13,Primeira fase
AR,M,072,5,14,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 14,Primeira fase
AR,M,072,5,15,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 15,Primeira fase
AR,M,072,5,16,Y,0,Men's Ind. Compound - Open 1/16 Elimin.,"Arco composto masc - aberto, 1a fase",Men's Individual Compound - Open 1/16 Elimination,"Arco composto masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 16,Primeira fase
AR,M,072,9,00,N,0,Men's Ind. Compound - Open Ranking Rnd,"Arco composto masc - aberto, classif",Men's Individual Compound - Open Ranking Round,"Arco composto masculino - aberto, classificatório",Phase,14,NONE,N,N,Ranking Round,Classificatório
AR,M,072,9,01,Y,0,Men's Ind. Compound - Open Ranking Rnd,"Arco composto masc - aberto, classif",Men's Individual Compound - Open Ranking Round,"Arco composto masculino - aberto, classificatório",EventUnit,15,ATH,N,Y,Ranking Round,Classificatório
AR,M,072,M,00,Y,0,Men's Ind. Compound - Open VC,"Arco composto masc - aberto, premiação",Men's Individual Compound - Open Victory Ceremony,"Arco composto masculino - aberto, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
AR,M,073,0,00,N,0,Men's Ind. Recurve - Open,Arco recurvo masculino - aberto,Men's Individual Recurve - Open,Arco recurvo masculino - aberto,Event,13,NONE,N,N,"",""
AR,M,073,1,00,N,0,Men's Ind. Recurve - Open Finals,"Arco recurvo masc - aberto, finais",Men's Individual Recurve - Open Finals,"Arco recurvo masculino - aberto, finais",Phase,14,NONE,N,N,Finals,Finais
AR,M,073,1,01,Y,1,Men's Ind. Recurve - Open Gold Medal,"Arco recurvo masc - aberto, ouro",Men's Individual Recurve - Open Gold Medal,"Arco recurvo masculino - aberto, disputa pelo ouro",EventUnit,15,HATH,N,Y,Gold Medal,Disputa pelo ouro
AR,M,073,1,02,Y,2,Men's Ind. Recurve - Open Bronze Medal,"Arco recurvo masc - aberto, bronze",Men's Individual Recurve - Open Bronze Medal,"Arco recurvo masculino - aberto, disputa pelo bronze",EventUnit,15,HATH,N,Y,Bronze Medal,Disputa pelo bronze
AR,M,073,2,00,N,0,Men's Ind. Recurve - Open Semifinals,"Arco recurvo masc - aberto, semifinais",Men's Individual Recurve - Open Semifinals,"Arco recurvo masculino - aberto, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
AR,M,073,2,01,Y,0,Men's Ind. Recurve - Open Semifinal,"Arco recurvo masc - aberto, semifinal",Men's Individual Recurve - Open Semifinal,"Arco recurvo masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,M,073,2,02,Y,0,Men's Ind. Recurve - Open Semifinal,"Arco recurvo masc - aberto, semifinal",Men's Individual Recurve - Open Semifinal,"Arco recurvo masculino - aberto, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,M,073,3,00,N,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - aberto, 1/4 final",Men's Individual Recurve - Open Quarterfinals,"Arco recurvo masculino - aberto, quartas de final",Phase,14,NONE,N,N,Quarterfinals,Quartas de final
AR,M,073,3,01,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - aberto, 1/4 final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 1,Quartas de final 1
AR,M,073,3,02,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - aberto, 1/4 final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 2,Quartas de final 2
AR,M,073,3,03,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - aberto, 1/4 final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 3,Quartas de final 3
AR,M,073,3,04,Y,0,Men's Ind. Recurve - Open QF,"Arco recurvo masc - aberto, 1/4 final",Men's Individual Recurve - Open Quarterfinal,"Arco recurvo masculino - aberto, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 4,Quartas de final 4
AR,M,073,4,00,N,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Eliminations,"Arco recurvo masculino - aberto, oitavas de final",Phase,14,NONE,N,N,1/8 Eliminations,Oitavas de final
AR,M,073,4,01,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 1,Oitavas de final
AR,M,073,4,02,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 2,Oitavas de final
AR,M,073,4,03,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 3,Oitavas de final
AR,M,073,4,04,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 4,Oitavas de final
AR,M,073,4,05,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 5,Oitavas de final
AR,M,073,4,06,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 6,Oitavas de final
AR,M,073,4,07,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 7,Oitavas de final
AR,M,073,4,08,Y,0,Men's Ind. Recurve - Open 1/8 Elimin.,"Arco recurvo masc - aberto, 1/8 final",Men's Individual Recurve - Open 1/8 Elimination,"Arco recurvo masculino - aberto, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 8,Oitavas de final
AR,M,073,5,00,N,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Eliminations,"Arco recurvo masculino - aberto, primeira fase",Phase,14,NONE,N,N,1/16 Eliminations,Primeira fase
AR,M,073,5,01,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 1,Primeira fase
AR,M,073,5,02,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 2,Primeira fase
AR,M,073,5,03,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 3,Primeira fase
AR,M,073,5,04,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 4,Primeira fase
AR,M,073,5,05,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 5,Primeira fase
AR,M,073,5,06,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 6,Primeira fase
AR,M,073,5,07,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 7,Primeira fase
AR,M,073,5,08,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 8,Primeira fase
AR,M,073,5,09,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 9,Primeira fase
AR,M,073,5,10,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 10,Primeira fase
AR,M,073,5,11,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 11,Primeira fase
AR,M,073,5,12,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 12,Primeira fase
AR,M,073,5,13,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 13,Primeira fase
AR,M,073,5,14,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 14,Primeira fase
AR,M,073,5,15,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 15,Primeira fase
AR,M,073,5,16,Y,0,Men's Ind. Recurve - Open 1/16 Elimin.,"Arco recurvo masc - aberto, 1a fase",Men's Individual Recurve - Open 1/16 Elimination,"Arco recurvo masculino - aberto, primeira fase",EventUnit,15,HATH,N,Y,1/16 Elimination 16,Primeira fase
AR,M,073,9,00,N,0,Men's Ind. Recurve - Open Ranking Rnd,"Arco recurvo masc - aberto, classif",Men's Individual Recurve - Open Ranking Round,"Arco recurvo masculino - aberto, classificatório",Phase,14,NONE,N,N,Ranking Round,Classificatório
AR,M,073,9,01,Y,0,Men's Ind. Recurve - Open Ranking Rnd,"Arco recurvo masc - aberto, classif",Men's Individual Recurve - Open Ranking Round,"Arco recurvo masculino - aberto, classificatório",EventUnit,15,ATH,N,Y,Ranking Round,Classificatório
AR,M,073,M,00,Y,0,Men's Ind. Recurve - Open VC,"Arco recurvo masc - aberto, premiação",Men's Individual Recurve - Open Victory Ceremony,"Arco recurvo masculino - aberto, cerimônia de premiação",Medals,17,NONE,N,Y,"",""
AR,W,000,0,00,N,0,Women's Archery,Tiro com arco feminino,Women's Archery,Tiro com arco feminino,Gender,10,NONE,N,N,"",""
AR,W,071,0,00,N,0,Women's Individual - W1,Feminino - W1,Women's Individual - W1,Feminino - W1,Event,13,NONE,N,N,"",""
AR,W,071,1,00,N,0,Women's Individual - W1 Finals,"Feminino - W1, finais",Women's Individual - W1 Finals,"Feminino - W1, finais",Phase,14,NONE,N,N,Finals,Finais
AR,W,071,1,01,Y,1,Women's Individual - W1 Gold,"Feminino - W1, ouro",Women's Individual - W1 Gold Medal,"Feminino - W1, disputa pelo ouro",EventUnit,15,HATH,N,Y,Gold Medal,Disputa pelo ouro
AR,W,071,1,02,Y,2,Women's Individual - W1 Bronze,"Feminino - W1, bronze",Women's Individual - W1 Bronze Medal,"Feminino - W1, disputa pelo bronze",EventUnit,15,HATH,N,Y,Bronze Medal,Disputa pelo bronze
AR,W,071,2,00,N,0,Women's Individual - W1 SF,"Feminino - W1, semifinais",Women's Individual - W1 Semifinals,"Feminino - W1, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
AR,W,071,2,01,Y,0,Women's Individual - W1 SF,"Feminino - W1, semifinal",Women's Individual - W1 Semifinal,"Feminino - W1, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,W,071,2,02,Y,0,Women's Individual - W1 SF,"Feminino - W1, semifinal",Women's Individual - W1 Semifinal,"Feminino - W1, semifinal",EventUnit,15,HATH,N,Y,Semifinal,Semifinal
AR,W,071,3,00,N,0,Women's Individual - W1 QF,"Feminino - W1, 1/4 final",Women's Individual - W1 Quarterfinals,"Feminino - W1, quartas de final",Phase,14,NONE,N,N,Quarterfinals,Quartas de final
AR,W,071,3,01,Y,0,Women's Individual - W1 QF,"Feminino - W1, 1/4 final",Women's Individual - W1 Quarterfinal,"Feminino - W1, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 1,Quartas de final 1
AR,W,071,3,02,Y,0,Women's Individual - W1 QF,"Feminino - W1, 1/4 final",Women's Individual - W1 Quarterfinal,"Feminino - W1, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 2,Quartas de final 2
AR,W,071,3,03,Y,0,Women's Individual - W1 QF,"Feminino - W1, 1/4 final",Women's Individual - W1 Quarterfinal,"Feminino - W1, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 3,Quartas de final 3
AR,W,071,3,04,Y,0,Women's Individual - W1 QF,"Feminino - W1, 1/4 final",Women's Individual - W1 Quarterfinal,"Feminino - W1, quartas de final",EventUnit,15,HATH,N,Y,Quarterfinal 4,Quartas de final 4
AR,W,071,4,00,N,0,Women's Individual - W1 1/8,"Feminino - W1, 1/8 final",Women's Individual - W1 1/8 Eliminations,"Feminino - W1, oitavas de final",Phase,14,NONE,N,N,1/8 Eliminations,Oitavas de final
AR,W,071,4,01,Y,0,Women's Individual - W1 1/8,"Feminino - W1, 1/8 final",Women's Individual - W1 1/8 Elimination,"Feminino - W1, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 1,Oitavas de final
AR,W,071,4,02,Y,0,Women's Individual - W1 1/8,"Feminino - W1, 1/8 final",Women's Individual - W1 1/8 Elimination,"Feminino - W1, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 2,Oitavas de final
AR,W,071,4,03,Y,0,Women's Individual - W1 1/8,"Feminino - W1, 1/8 final",Women's Individual - W1 1/8 Elimination,"Feminino - W1, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 3,Oitavas de final
AR,W,071,4,04,Y,0,Women's Individual - W1 1/8,"Feminino - W1, 1/8 final",Women's Individual - W1 1/8 Elimination,"Feminino - W1, oitavas de final",EventUnit,15,HATH,N,Y,1/8 Elimination 4,Oitavas de final
